"","Var1","Freq"
"1","영화",541
"2","진짜",244
"3","재미",201
"4","오달",170
"5","시리즈",148
"6","평점",142
"7","관람객",136
"8","스토리",136
"9","김지원",92
"10","^ㅋ",88
"11","유치",88
"12","중간",83
"13","개그",77
"14","시간",77
"15","연기",75
"16","최악",74
"17","억지",72
"18","판타지",70
"19","실망",69
"20","배우",68
"21","생각",62
"22","지루",61
"23","기대",58
"24","웃음",56
"25","연출",54
"26","내용",52
"27","알바",52
"28","이번",52
"29","들이",51
"30","노잼",46
"31","김명민",45
"32","흡혈귀",45
"33","처음",43
"34","사람",42
"35","재밌게",41
"36","해서",40
"37","개연성",39
"38","진심",38
"39","감독",37
"40","코드",37
"41","감동",35
"42","탐정",34
"43","가족",33
"44","염력",33
"45","장면",33
"46","조선명탐정",33
"47","마지막",32
"48","영화관",32
"49","최고",32
"50","코미디",32
"51","코믹",32
"52","^ㅎ",30
"53","전개",30
"54","요소",29
"55","이거",29
"56","정도",28
"57","조선",28
"58","10",27
"59","명절",27
"60","유머",27
"61","cg",26
"62","수준",26
"63","이상",26
"64","한국영화",26
"65","^ㅋ^ㅋ^ㅋ",25
"66","완전",24
"67","하나",24
"68","괴마",23
"69","부분",23
"70","전작",23
"71","하게",23
"72","관람",22
"73","댓글",22
"74","때문",22
"75","리얼",21
"76","사극",21
"77","고향",20
"78","어색",20
"79","초반",20
"80","추천",20
"81","친구",20
"82","개봉",18
"83","몰입",18
"84","별점",18
"85","쓰레기",18
"86","이걸",18
"87","이민",18
"88","관객",17
"89","근데",17
"90","다음",17
"91","돈주고",17
"92","드라마",17
"93","역대",17
"94","진부",17
"95","추리",17
"96","후반",17
"97","김지원은",16
"98","보고",16
"99","부모님",16
"100","사람들",16
"101","소재",16
"102","얼굴",16
"103","재밌다고",16
"104","전편",16
"105","콤비",16
"106","극장",15
"107","년대",15
"108","대사",15
"109","여자",15
"110","이해",15
"111","작품",15
"112","전체",15
"113","제목",15
"114","조잡",15
"115","ㅠㅠ",15
"116","CG",14
"117","명탐정",14
"118","문제",14
"119","성추행",14
"120","액션",14
"121","양심",14
"122","1.2",13
"123","기분",13
"124","오랜만",13
"125","자체",13
"126","캐릭터",13
"127","한국",13
"128","눈물",12
"129","뭔가",12
"130","신파",12
"131","연기력",12
"132","인생",12
"133","집중",12
"134","추리물",12
"135","포인트",12
"136","할말",12
"137","현실",12
"138","흡혈",12
"139","나름",11
"140","무리",11
"141","사건",11
"142","설정",11
"143","성범죄자",11
"144","영구",11
"145","오달수씨",11
"146","이후",11
"147","장르",11
"148","전설",11
"149","정말",11
"150","^ㅎ^ㅎ",10
