"","Var1","Freq"
"1","관람객",953
"2","아이",499
"3","아이들",445
"4","^ㅎ",152
"5","아들",148
"6","재밌게",147
"7","영화",145
"8","집중",132
"9","^ㅋ",112
"10","해서",109
"11","어른",108
"12","뽀로로",104
"13","관람",101
"14","재미",89
"15","중간",86
"16","극장",78
"17","노래",77
"18","공룡",75
"19","지루",69
"20","시간",47
"21","최고",42
"22","내용",41
"23","아기",39
"24","들이",38
"25","관람객너무",34
"26","스토리",30
"27","엄마",30
"28","딸아이",29
"29","뽀통령",29
"30","우리",28
"31","봤습니",27
"32","관람객역시",26
"33","친구",25
"34","개월",24
"35","관람객4살",24
"36","생각",24
"37","영화관",24
"38","처음",22
"39","^ㅎ^ㅎ",21
"40","객아",21
"41","관람객뽀로로",21
"42","로봇",21
"43","완전",20
"44","진짜",20
"45","관람객5살",18
"46","아빠",18
"47","어린이",18
"48","잘봤어",18
"49","잘봤어요",18
"50","기대",17
"51","뽀로로는",17
"52","재밌었어요",17
"53","걱정",16
"54","봤어요^",16
"55","재밌어",16
"56","정말",16
"57","추천",16
"58","뽀로로가",15
"59","애기",15
"60","이번",15
"61","캐릭터",15
"62","다음",14
"63","대통령",14
"64","마지막",14
"65","만족",14
"66","시간가는줄",14
"67","웃음",14
"68","잼나게",14
"69","몰입",13
"70","뽀로로를",13
"71","시리즈",13
"72","악당",13
"73","잘봤습니",13
"74","장면",13
"75","조카",13
"76","타임",13
"77","가족",12
"78","관람객6살",12
"79","관람객재밌게",12
"80","뽀로로와",12
"81","소리",12
"82","하게",12
"83","구성",11
"84","나름",11
"85","남자",11
"86","재밋게",11
"87","재밌어요",11
"88","관람객3살",10
"89","음악",10
"90","포인트",10
"91","관람객5세",9
"92","나들이",9
"93","만큼",9
"94","보러갔는데",9
"95","부분",9
"96","어른이봐도",9
"97","예약",9
"98","이야기",9
"99","잘봤습니다",9
"100","좋아하네요^",9
"101","흥미진진",9
"102","^ㅋ^ㅋ^ㅋ",8
"103","10",8
"104","객우",8
"105","그림",8
"106","근데",8
"107","데이트",8
"108","두아",8
"109","모두",8
"110","상영시간",8
"111","수준",8
"112","시시",8
"113","왕국",8
"114","재밌네요",8
"115","재밌었다고",8
"116","주말",8
"117","추억",8
"118","컴퓨터",8
"119","흥미",8
"120","관람객6세",7
"121","관람객7살",7
"122","관람객너무너무",7
"123","관람객재밌었어요",7
"124","꼬맹이",7
"125","난리",7
"126","동안",7
"127","둘째",7
"128","만화",7
"129","방학",7
"130","사랑",7
"131","시작",7
"132","애니메이션",7
"133","얘기",7
"134","이상",7
"135","재밌고",7
"136","재밌어하고",7
"137","제가봐도",7
"138","좋아합니",7
"139","좋아했어요^",7
"140","즐거운",7
"141","집중력",7
"142","평점",7
"143","감동",6
"144","관람객31개월",6
"145","관람객4살아이와",6
"146","관람객뽀로로는",6
"147","관람객좋아요",6
"148","그래픽",6
"149","넘넘",6
"150","대모험",6
