"","Var1","Freq"
"1","영화",847
"2","진짜",281
"3","억지",255
"4","평점",253
"5","원작",211
"6","스토리",202
"7","재미",193
"8","관람객",187
"9","감동",181
"10","신파",174
"11","지루",165
"12","눈물",164
"13","유치",155
"14","최악",128
"15","연기",125
"16","시간",110
"17","cg",104
"18","생각",100
"19","내용",97
"20","마지막",97
"21","CG",92
"22","배우",87
"23","개연성",82
"24","중간",81
"25","수준",76
"26","해서",75
"27","^ㅋ",73
"28","신파극",72
"29","감독",68
"30","기대",67
"31","차태",66
"32","관객",65
"33","지옥",65
"34","진심",65
"35","한국영화",65
"36","들이",63
"37","알바",61
"38","사람",60
"39","실망",58
"40","이해",58
"41","처음",56
"42","10",48
"43","노잼",48
"44","캐릭터",46
"45","쓰레기",44
"46","정도",44
"47","설정",41
"48","이상",41
"49","전개",41
"50","하게",41
"51","감성",39
"52","영화관",39
"53","이거",39
"54","어머니",37
"55","어색",36
"56","보고",34
"57","인생",34
"58","장면",34
"59","엄마",33
"60","하나",33
"61","판타지",32
"62","가족",31
"63","연출",30
"64","몰입",29
"65","우리나라",29
"66","주인공",29
"67","올해",28
"68","웹툰",28
"69","관람",27
"70","사람들",27
"71","웃음",27
"72","재판",27
"73","이걸",26
"74","파괴",26
"75","전형",25
"76","발전",24
"77","부분",24
"78","소재",24
"79","완전",24
"80","공감",23
"81","역대",23
"82","한국",23
"83","강철",22
"84","하품",22
"85","1987",21
"86","밥솥",21
"87","시작",21
"88","작품",21
"89","감정",20
"90","근데",20
"91","대사",20
"92","때문",20
"93","스크린",20
"94","자체",20
"95","정말",20
"96","후회",20
"97","흥행",20
"98","광고",19
"99","부족",19
"100","액션",19
"101","연기력",19
"102","이야기",19
"103","천만",19
"104","화려",19
"105","네이버",18
"106","하기",18
"107","귀인",17
"108","극장",17
"109","댓글",17
"110","소방관",17
"111","재밌다고",17
"112","주지",17
"113","진부",17
"114","최고",17
"115","하정우",17
"116","대왕",16
"117","동생",16
"118","뭔가",16
"119","보는내내",16
"120","시사회",16
"121","신과함께",16
"122","용오름",16
"123","재밌게",16
"124","저승",16
"125","^ㅋ^ㅋ^ㅋ",15
"126","1000",15
"127","낭비",15
"128","문제",15
"129","부모님",15
"130","엉성",15
"131","웹툰을",15
"132","졸작",15
"133","주호",15
"134","추천",15
"135","한국식",15
"136","교훈",14
"137","별점",14
"138","세상",14
"139","여자",14
"140","연말",14
"141","이딴",14
"142","자극",14
"143","초반",14
"144","코드",14
"145","후반",14
"146","^ㅎ",13
"147","각색",13
"148","개봉",13
"149","대한",13
"150","돈주고",13
