"","Var1","Freq"
"1","영화",872
"2","관람객",347
"3","원작",330
"4","감동",288
"5","소설",161
"6","사람",151
"7","생각",140
"8","지루",138
"9","내용",132
"10","노래",128
"11","잔잔",122
"12","^ㅎ",106
"13","중간",92
"14","진짜",88
"15","나미야",84
"16","마지막",83
"17","연기",82
"18","할아버지",81
"19","장면",80
"20","시간",79
"21","^ㅋ",76
"22","일본영화",70
"23","마음",69
"24","하나",69
"25","하게",68
"26","부분",67
"27","감성",66
"28","고민",66
"29","추천",63
"30","따뜻",61
"31","스토리",61
"32","잡화점",59
"33","뮤지션",57
"34","연출",56
"35","재미",56
"36","편지",53
"37","기대",50
"38","들이",49
"39","이해",49
"40","배우",46
"41","인생",46
"42","최고",46
"43","답장",44
"44","해서",43
"45","위로",42
"46","눈물",41
"47","사람들",41
"48","특유",41
"49","실망",40
"50","여운",40
"51","생선가게",39
"52","분위기",35
"53","상상",34
"54","이야기",33
"55","재밌게",33
"56","전개",33
"57","만족",32
"58","감정",29
"59","몰입",29
"60","초반",28
"61","친구",28
"62","관람",27
"63","기적",27
"64","하기",27
"65","대사",26
"66","표현",25
"67","나름",24
"68","부족",24
"69","오랜만",24
"70","메시지",23
"71","미래",23
"72","작품",23
"73","처음",23
"74","안보",22
"75","상담",21
"76","음악",21
"77","야마다",20
"78","오늘",20
"79","자체",20
"80","영상미",19
"81","이상",19
"82","정도",19
"83","좋았",19
"84","평점",19
"85","후반",19
"86","히가시노",19
"87","걱정",18
"88","세상",18
"89","가슴",17
"90","모습",17
"91","뭔가",17
"92","안읽고",17
"93","전체",17
"94","최악",17
"95","충격",17
"96","필요",17
"97","ㅠㅠ",17
"98","10",16
"99","게이",16
"100","기분",16
"101","감독",15
"102","근데",15
"103","기억",15
"104","긴장감",15
"105","누군가",15
"106","백지",15
"107","억지",15
"108","연기력",15
"109","완전",15
"110","웃음",15
"111","중요",15
"112","책보",15
"113","행복",15
"114","^ㅎ^ㅎ",14
"115","개봉",14
"116","과거",14
"117","노력",14
"118","당신",14
"119","매력",14
"120","무엇",14
"121","에피소드",14
"122","연결고리",14
"123","개연성",13
"124","공감",13
"125","덕분",13
"126","얼굴",13
"127","영상",13
"128","우리",13
"129","집중",13
"130","한마디",13
"131","희망",13
"132","교훈",12
"133","등장",12
"134","루즈",12
"135","비교",12
"136","소재",12
"137","아쉬움",12
"138","여자",12
"139","연결",12
"140","영화관",12
"141","원작소설",12
"142","작가",12
"143","편안",12
"144","cg",11
"145","극장",11
"146","도움",11
"147","아무개",11
"148","음치",11
"149","인물",11
"150","정말",11
