"","Var1","Freq"
"1","관람객",94
"2","극장",85
"3","코난은",49
"4","영화",42
"5","진짜",38
"6","더빙",35
"7","이번",30
"8","재미",29
"9","아이들",22
"10","개봉",21
"11","재밌게",20
"12","^ㅋ",19
"13","상영",19
"14","시간",19
"15","스토리",16
"16","야간",16
"17","^ㅎ",15
"18","내용",15
"19","아이",15
"20","이거",15
"21","집중",14
"22","들이",13
"23","명탐정",13
"24","관람객코난은",12
"25","기대",12
"26","미란이",12
"27","보라",12
"28","아들",12
"29","영화관",12
"30","실망",11
"31","장면",11
"32","지루",11
"33","관람",10
"34","우정",10
"35","자막",10
"36","해적",10
"37","10",9
"38","감벽",9
"39","관람객코난",9
"40","최고",9
"41","감동",8
"42","상영시간",8
"43","어른",8
"44","초등학생",8
"45","관람객역시",7
"46","근데",7
"47","몰입",7
"48","보물",7
"49","시리즈",7
"50","액션",7
"51","엄마",7
"52","오늘",7
"53","중간",7
"54","진홍",7
"55","친구",7
"56","코난을",7
"57","판도",7
"58","하게",7
"59","꿀잼",6
"60","다음",6
"61","만화",6
"62","반전",6
"63","연가",6
"64","이상",6
"65","작품",6
"66","추리",6
"67","만족",5
"68","목소리",5
"69","보물찾기",5
"70","부모님",5
"71","사랑",5
"72","성인",5
"73","스릴",5
"74","애니",5
"75","옛날",5
"76","일본판으로",5
"77","재밌었어요",5
"78","최악",5
"79","카드",5
"80","코난",5
"81","코난이",5
"82","평점",5
"83","흥미",5
"84","^ㅎ^ㅎ",4
"85","가족",4
"86","노터치",4
"87","도일",4
"88","때문",4
"89","마음",4
"90","마지막",4
"91","명탐정코난",4
"92","생각",4
"93","성우",4
"94","실화",4
"95","여자",4
"96","오랜만",4
"97","완전",4
"98","의관",4
"99","이야기",4
"100","입장",4
"101","재밌",4
"102","재밌었던",4
"103","정도",4
"104","정말",4
"105","조금",4
"106","진지",4
"107","추리력",4
"108","판이",4
"109","필요",4
"110","해서",4
"111","후반",4
"112","흥미진진",4
"113","^ㅋ^ㅋ^ㅋ",3
"114","11",3
"115","결말",3
"116","긴장감",3
"117","남자",3
"118","누구",3
"119","다양",3
"120","대가",3
"121","대단",3
"122","대박",3
"123","대사",3
"124","동생",3
"125","뭔가",3
"126","미란이와",3
"127","민폐",3
"128","사건",3
"129","소리",3
"130","심야",3
"131","악몽",3
"132","악보",3
"133","암튼",3
"134","애기",3
"135","얘기",3
"136","어린아이",3
"137","어린이",3
"138","역대",3
"139","예상",3
"140","완벽",3
"141","자체",3
"142","잘봤습니다",3
"143","장미",3
"144","재밌네요",3
"145","잼나게",3
"146","저녁",3
"147","전개",3
"148","전율",3
"149","집행",3
"150","짱입니다",3
