"","Var1","Freq"
"1","영화",564
"2","진짜",285
"3","연기",261
"4","소재",223
"5","스토리",180
"6","시간",163
"7","신선",132
"8","생각",120
"9","몰입",117
"10","최고",113
"11","월요일",103
"12","반전",98
"13","연기력",93
"14","액션",89
"15","내용",75
"16","재밌게",72
"17","^ㅋ",71
"18","기대",69
"19","배우",67
"20","참신",64
"21","지루",61
"22","^ㅎ",56
"23","주인공",55
"24","대박",52
"25","결말",51
"26","누미",49
"27","평점",49
"28","하게",49
"29","해서",48
"30","라파스",46
"31","추천",46
"32","여주인공",45
"33","완전",45
"34","전개",45
"35","오랜만",44
"36","잔인",43
"37","이거",41
"38","재미",41
"39","연출",39
"40","7역",38
"41","긴장감",38
"42","대단",38
"43","사람",38
"44","여주",38
"45","중간",38
"46","장면",37
"47","하나",37
"48","15",36
"49","1인7역",35
"50","근데",35
"51","꿀잼",35
"52","예상",35
"53","간만",32
"54","마지막",32
"55","설정",32
"56","흥미",32
"57","개연성",31
"58","시간가는줄",31
"59","^ㄹ^ㅇ",30
"60","블랙",30
"61","탄탄",29
"62","후반",29
"63","문제",25
"64","스릴",25
"65","정도",25
"66","캐릭터",25
"67","집중",24
"68","매력",23
"69","신박",23
"70","이상",23
"71","여배우",22
"72","10",21
"73","시나리오",21
"74","재밌음",21
"75","개봉",20
"76","부분",20
"77","감탄",19
"78","들이",19
"79","뭔가",19
"80","완벽",19
"81","이야기",19
"82","초반",19
"83","가지",18
"84","독특",18
"85","여자",18
"86","재밌다",18
"87","재밌어요",18
"88","흥미진진",18
"89","감독",17
"90","개꿀",17
"91","개성",17
"92","기발",17
"93","미래",17
"94","소화",17
"95","이해",17
"96","인생",17
"97","진심",17
"98","긴장",16
"99","보는내내",16
"100","자체",16
"101","재밌고",16
"102","제목",16
"103","처음",16
"104","필요",16
"105","한국영화",16
"106","구성",15
"107","극장",15
"108","근래",15
"109","나름",15
"110","누구",15
"111","인구",15
"112","재밌는",15
"113","주제",15
"114","현실",15
"115","^ㄷ",14
"116","누미라파스",14
"117","쌍둥이",14
"118","영화관",14
"119","올해",14
"120","우리",14
"121","재밌",14
"122","최근",14
"123","친구",14
"124","스릴러",13
"125","아이디어",13
"126","액션영화",13
"127","관람객",12
"128","로운",12
"129","본영",12
"130","부족",12
"131","소름",12
"132","아쉬움",12
"133","안보",12
"134","재밌었어요",12
"135","타임",12
"136","한데",12
"137","후회",12
"138","19",11
"139","가족",11
"140","메세지",11
"141","명작",11
"142","여주가",11
"143","재밌었다",11
"144","허술",11
"145","ㅠㅠ",11
"146","감동",10
"147","관람",10
"148","베드",10
"149","시작",10
"150","심장",10
