"","Var1","Freq"
"1","영화",1235
"2","감동",419
"3","관람객",209
"4","따뜻",194
"5","최고",175
"6","마음",170
"7","가족",146
"8","어기",138
"9","눈물",135
"10","사람",132
"11","생각",129
"12","인생",95
"13","아이",94
"14","진짜",91
"15","친절",90
"16","사랑",89
"17","아이들",82
"18","하게",82
"19","하나",79
"20","이야기",78
"21","세상",75
"22","추천",71
"23","가슴",70
"24","우리",65
"25","친구",65
"26","모두",55
"27","행복",55
"28","들이",54
"29","시선",48
"30","주인공",45
"31","평점",44
"32","부모",41
"33","용기",40
"34","원더",40
"35","잔잔",40
"36","스토리",38
"37","오랜만",37
"38","올해",37
"39","선택",36
"40","사람들",34
"41","각자",33
"42","교훈",32
"43","연기",32
"44","성장",31
"45","시간",31
"46","엄마",30
"47","누구",29
"48","현실",29
"49","관람",28
"50","기대",28
"51","상영관",28
"52","입장",28
"53","대사",27
"54","어른",27
"55","외모",27
"56","주변",27
"57","^ㅎ",26
"58","처음",26
"59","평범",26
"60","박수",25
"61","기분",24
"62","인물들",24
"63","자신",24
"64","필요",24
"65","감사",23
"66","공감",23
"67","인물",23
"68","해서",23
"69","등장",22
"70","마지막",22
"71","보는내내",22
"72","잭윌",22
"73","10",21
"74","미소",21
"75","영화관",21
"76","아들",20
"77","이해",20
"78","재미",20
"79","정말",20
"80","지루",20
"81","학교",20
"82","내용",19
"83","사회",19
"84","시작",19
"85","진정",19
"86","캐릭터",19
"87","훌륭",19
"88","기적",18
"89","해지",18
"90","감정",17
"91","영화입니",17
"92","장애",17
"93","하기",17
"94","희망",17
"95","모습",16
"96","배우",16
"97","시점",16
"98","연말",16
"99","장면",16
"100","감독",15
"101","누나",15
"102","무엇",15
"103","상영",15
"104","상황",15
"105","억지",15
"106","완벽",15
"107","위로",15
"108","이상",15
"109","힐링되는",15
"110","^ㅋ",14
"111","간만",14
"112","구성",14
"113","드라마",14
"114","방식",14
"115","상처",14
"116","재밌고",14
"117","중요",14
"118","특별",14
"119","편견",14
"120","훈훈",14
"121","2017",13
"122","부모님",13
"123","소중",13
"124","얼굴",13
"125","울컥",13
"126","개봉",12
"127","많은",12
"128","반성",12
"129","소장",12
"130","아빠",12
"131","여운",12
"132","웃음",12
"133","자체",12
"134","중간",12
"135","한마디",12
"136","감동적",11
"137","교장",11
"138","극장",11
"139","기억",11
"140","만큼",11
"141","명작",11
"142","순간",11
"143","신파",11
"144","이유",11
"145","are",10
"146","강추",10
"147","관람객너무",10
"148","극복",10
"149","다양",10
"150","따스",10
