"","Var1","Freq"
"1","영화",277
"2","전쟁영화",115
"3","실화",101
"4","진짜",90
"5","전쟁",63
"6","최고",61
"7","몰입",51
"8","평점",49
"9","감동",38
"10","관람객",36
"11","시간",36
"12","생각",35
"13","지루",35
"14","미국",33
"15","재미",31
"16","긴장감",29
"17","마지막",29
"18","크리스",29
"19","12",28
"20","바탕",28
"21","액션",27
"22","스토리",25
"23","연기",25
"24","장면",25
"25","^ㅋ",24
"26","스케일",24
"27","군인",22
"28","말타고",22
"29","상영관",22
"30","전투",22
"31","기대",21
"32","추천",21
"33","하게",20
"34","재밌게",19
"35","하나",19
"36","완전",18
"37","해서",18
"38","미군",17
"39","블랙",17
"40","극장",15
"41","다운",15
"42","대단",15
"43","모습",15
"44","연출",15
"45","염력",15
"46","호크",15
"47","관람",14
"48","대박",14
"49","햄스워스",14
"50","이거",13
"51","작전",13
"52","정도",13
"53","주인공",13
"54","토르",13
"55","현실",13
"56","^ㅎ",12
"57","10",12
"58","근데",12
"59","명작",12
"60","배우",12
"61","사람",12
"62","실제",12
"63","총알",12
"64","후회",12
"65","꿀잼",11
"66","내용",11
"67","도스툼",11
"68","들이",11
"69","부분",11
"70","토르가",11
"71","간만",10
"72","마음",10
"73","상황",10
"74","영화관",10
"75","우리나라",10
"76","이상",10
"77","이해",10
"78","진심",10
"79","평론가",10
"80","남자",9
"81","리얼",9
"82","미국이",9
"83","부족",9
"84","상영",9
"85","영웅",9
"86","오랜만",9
"87","완벽",9
"88","이야기",9
"89","전형",9
"90","폭격",9
"91","가족",8
"92","사실",8
"93","애국심",8
"94","용기",8
"95","이걸",8
"96","이유",8
"97","인상",8
"98","장군",8
"99","진정",8
"100","필요",8
"101","후반",8
"102","훌륭",8
"103","21",7
"104","개봉",7
"105","기병대",7
"106","긴장",7
"107","대위",7
"108","박진감",7
"109","시간가는줄",7
"110","시작",7
"111","알바",7
"112","압권",7
"113","인생",7
"114","재밌다",7
"115","적당",7
"116","중간",7
"117","한국영화",7
"118","^ㄷ",6
"119","^ㅋ^ㅋ^ㅋ",6
"120","나름",6
"121","다들",6
"122","때문",6
"123","론서바이버",6
"124","만족",6
"125","목숨",6
"126","무엇",6
"127","보고",6
"128","사운드",6
"129","스크린",6
"130","실망",6
"131","실화라는게",6
"132","아메리칸",6
"133","위대",6
"134","이것",6
"135","작품",6
"136","장난",6
"137","전개",6
"138","최근",6
"139","탱크",6
"140","테러",6
"141","헴스워스",6
"142","감이",5
"143","강추",5
"144","거기",5
"145","관객",5
"146","기마병",5
"147","기마전",5
"148","단독",5
"149","담백",5
"150","미뽕",5
