"","Var1","Freq"
"1","영화",560
"2","관람객",298
"3","연기",196
"4","분노",168
"5","생각",90
"6","최고",88
"7","배우",77
"8","진짜",64
"9","하게",62
"10","용서",56
"11","감정",55
"12","사람",55
"13","연출",55
"14","각본",51
"15","몰입",50
"16","캐릭터",50
"17","복수",45
"18","하나",44
"19","스토리",43
"20","상영관",40
"21","이해",36
"22","오랜만",35
"23","엄마",33
"24","올해",33
"25","이야기",33
"26","딕슨",32
"27","훌륭",32
"28","완벽",31
"29","전개",31
"30","인간",29
"31","재미",29
"32","장면",28
"33","시간",27
"34","작품",27
"35","한국영화",27
"36","관람",25
"37","여운",25
"38","연기력",25
"39","들이",24
"40","음악",24
"41","인물들",24
"42","간만",23
"43","명작",23
"44","사랑",23
"45","인물",23
"46","인생",22
"47","감동",21
"48","누구",21
"49","마지막",21
"50","오렌지",21
"51","추천",21
"52","평점",21
"53","해서",21
"54","대단",19
"55","아카데미",19
"56","현실",19
"57","감독",18
"58","세상",18
"59","엔딩",18
"60","정말",18
"61","기대",17
"62","대사",17
"63","예측",17
"64","우리",17
"65","주인공",17
"66","필요",17
"67","결말",16
"68","등장",16
"69","예상",16
"70","입체적",16
"71","가해자",15
"72","관객",15
"73","사회",15
"74","주제",15
"75","지루",15
"76","표현",15
"77","프란시스",15
"78","피해자",15
"79","메시지",14
"80","수작",14
"81","시나리오",14
"82","주스",14
"83","폭력",14
"84","10",13
"85","강렬",13
"86","공감",13
"87","그녀",13
"88","뭔가",13
"89","사건",13
"90","시작",13
"91","이상",13
"92","증오",13
"93","코미디",13
"94","하기",13
"95","희망",13
"96","ㅠㅠ",13
"97","가슴",12
"98","긴장감",12
"99","록웰",12
"100","마음",12
"101","모두",12
"102","수준",12
"103","여우주연상",12
"104","탄탄",12
"105","^ㅋ",11
"106","^ㅎ",11
"107","각자",11
"108","극장",11
"109","내용",11
"110","눈물",11
"111","다운",11
"112","맥도맨드",11
"113","모습",11
"114","반전",11
"115","변화",11
"116","상처",11
"117","진심",11
"118","묵직",10
"119","범인",10
"120","블랙코미디",10
"121","빨대",10
"122","사람들",10
"123","상영",10
"124","소재",10
"125","신선",10
"126","야기",10
"127","영화관",10
"128","우리나라",10
"129","의미",10
"130","이유",10
"131","인상",10
"132","장르",10
"133","진정",10
"134","처음",10
"135","편견",10
"136","혐오",10
"137","가지",9
"138","경찰",9
"139","구성",9
"140","블랙",9
"141","사이",9
"142","상황",9
"143","정도",9
"144","파고",9
"145","화해",9
"146","개봉",8
"147","구원",8
"148","그것",8
"149","다들",8
"150","묘사",8
