"","Var1","Freq"
"1","영화",149
"2","관람객",57
"3","감동",55
"4","부모님",54
"5","생각",45
"6","^ㅋ",39
"7","친구",36
"8","배우",34
"9","진짜",26
"10","할아버지",25
"11","인생",24
"12","가족",22
"13","마음",22
"14","연기",22
"15","아버지",21
"16","재미",21
"17","들이",20
"18","노년",19
"19","스토리",18
"20","잔잔",18
"21","하게",18
"22","나이",16
"23","눈물",16
"24","추천",16
"25","신구",14
"26","여운",14
"27","기대",13
"28","우리",13
"29","유쾌",13
"30","따뜻",12
"31","드라마",10
"32","어머니",10
"33","행복",10
"34","공감",9
"35","선생님",9
"36","시간",9
"37","웃음",9
"38","지루",9
"39","^ㅎ",8
"40","감사",8
"41","무엇",8
"42","상영관",8
"43","오랜만",8
"44","이야기",8
"45","관람",7
"46","노래",7
"47","노인",7
"48","누구",7
"49","마지막",7
"50","엄마",7
"51","영화입니",7
"52","재밌게",7
"53","죽음",7
"54","평점",7
"55","ㅠㅠ",7
"56","가슴",6
"57","사람",6
"58","사랑",6
"59","어르신",6
"60","의미",6
"61","전개",6
"62","청춘",6
"63","할머니",6
"64","훈훈",6
"65","모습",5
"66","여자",5
"67","연기력",5
"68","완전",5
"69","중간",5
"70","중요",5
"71","황혼",5
"72","감사합니",4
"73","개봉",4
"74","그들",4
"75","기분",4
"76","대한",4
"77","모두",4
"78","민국",4
"79","소중",4
"80","숫자",4
"81","시니어",4
"82","시대",4
"83","연출",4
"84","예상",4
"85","임현식",4
"86","자식",4
"87","장르",4
"88","최고",4
"89","폭풍",4
"90","필요",4
"91","할부지들",4
"92","해서",4
"93","현실",4
"94","10",3
"95","감성",3
"96","강추!",3
"97","개봉관",3
"98","건강",3
"99","결말",3
"100","그것",3
"101","나중",3
"102","내용",3
"103","노력",3
"104","누군가",3
"105","대박",3
"106","런닝타임도",3
"107","버킷리스트",3
"108","보시",3
"109","비밥바룰라",3
"110","소소한",3
"111","스물",3
"112","스크린",3
"113","아침",3
"114","오늘",3
"115","이거",3
"116","이상",3
"117","자세",3
"118","자연",3
"119","작품",3
"120","처럼",3
"121","최악",3
"122","코미디",3
"123","탄탄",3
"124","편집",3
"125","표현",3
"126","픽션",3
"127","하시",3
"128","&gt;",2
"129","^ㅎ^ㅎ",2
"130","100",2
"131","203",2
"132","가능",2
"133","가시",2
"134","가치",2
"135","강추",2
"136","객간",2
"137","객잔",2
"138","고민",2
"139","공감대",2
"140","관람객너무",2
"141","꼭보세요",2
"142","꽃할배",2
"143","꿀잼",2
"144","나이들어서도",2
"145","덕분",2
"146","도중",2
"147","룰라",2
"148","많이들",2
"149","먹먹해지는",2
"150","명품",2
