"","Var1","Freq"
"1","영화",892
"2","관람객",333
"3","전쟁",275
"4","전쟁영화",183
"5","감독",163
"6","진짜",131
"7","재미",126
"8","생각",122
"9","지루",122
"10","몰입",108
"11","시간",103
"12","감동",98
"13","긴장감",88
"14","사람",86
"15","최고",83
"16","군함",81
"17","평점",76
"18","하게",76
"19","음악",75
"20","대사",61
"21","장면",59
"22","생존",56
"23","스토리",56
"24","인간",54
"25","기대",48
"26","크리스토퍼",48
"27","아이맥스",46
"28","이해",45
"29","주인공",44
"30","연출",43
"31","마지막",42
"32","들이",41
"33","해서",41
"34","10",40
"35","소리",40
"36","실망",40
"37","하나",40
"38","관람",38
"39","긴장",38
"40","작품",38
"41","노잼",37
"42","대단",37
"43","인생",36
"44","덩케르크",35
"45","전쟁터",34
"46","표현",34
"47","내용",33
"48","영화관",33
"49","^ㅋ",32
"50","공포",31
"51","명작",31
"52","영상",31
"53","놀란",30
"54","덩케르크에",30
"55","상황",30
"56","영웅",30
"57","다큐",29
"58","배경",29
"59","사실",29
"60","감정",28
"61","사운드",28
"62","억지",28
"63","음향",28
"64","놀란감독",27
"65","추천",27
"66","관객",26
"67","쓰레기",25
"68","이상",25
"69","이야기",25
"70","자체",25
"71","사람들",23
"72","모습",22
"73","이거",22
"74","현실",22
"75","기존",21
"76","눈물",21
"77","신파",21
"78","압도",21
"79","역사",21
"80","집중",21
"81","타임",20
"82","한스짐머",20
"83","가슴",19
"84","수작",19
"85","액션",19
"86","영상미",19
"87","완벽",19
"88","우리",19
"89","이름",19
"90","처음",19
"91","처절",19
"92","체험",19
"93","평론가",19
"94","화려",19
"95","IMAX",18
"96","놀란이",18
"97","러닝",18
"98","뭔가",18
"99","수준",18
"100","실화",18
"101","의미",18
"102","재밌게",18
"103","정도",18
"104","최악",18
"105","탈출",18
"106","하기",18
"107","현장",18
"108","호불호가",18
"109","무엇",17
"110","배우",17
"111","스크린",17
"112","시작",17
"113","인물들",17
"114","전개",17
"115","구성",16
"116","기분",16
"117","알바",16
"118","올해",16
"119","전투기",16
"120","정말",16
"121","플롯",16
"122","현장감",16
"123","극장",15
"124","보는내내",15
"125","부분",15
"126","시점",15
"127","심리",15
"128","역대",15
"129","연출력",15
"130","우리나라",15
"131","인물",15
"132","전장",15
"133","진심",15
"134","기억",14
"135","덩케르크는",14
"136","독일군",14
"137","드라마",14
"138","마음",14
"139","병사",14
"140","시간가는줄",14
"141","여운",14
"142","영국",14
"143","오늘",14
"144","완전",14
"145","참혹",14
"146","필요",14
"147","30",13
"148","가지",13
"149","가치",13
"150","감사",13
