"","Var1","Freq"
"1","반전",585
"2","영화",498
"3","연기",315
"4","관람객",284
"5","진짜",182
"6","생각",142
"7","스토리",142
"8","배우",140
"9","김강우",139
"10","스릴러",139
"11","몰입",121
"12","원작",103
"13","관람",100
"14","기대",96
"15","긴장감",95
"16","연기력",94
"17","^ㅋ",82
"18","마지막",82
"19","^ㅎ",81
"20","재밌게",79
"21","지루",74
"22","재미",73
"23","객반",66
"24","대박",66
"25","최고",65
"26","시간",62
"27","결말",58
"28","예상",58
"29","해서",56
"30","스릴",53
"31","연출",53
"32","평점",51
"33","오랜만",50
"34","추천",50
"35","탄탄",50
"36","집중",46
"37","간만",43
"38","중간",41
"39","김상경",40
"40","내용",36
"41","나름",35
"42","사람",34
"43","긴장",33
"44","하게",33
"45","부분",32
"46","완전",32
"47","구성",29
"48","김희애",29
"49","전개",29
"50","10",28
"51","심장",27
"52","초반",26
"53","하나",26
"54","꿀잼",25
"55","소름",25
"56","한국영화",24
"57","후반",24
"58","한국",23
"59","개연성",22
"60","들이",22
"61","재밌어요",22
"62","정도",22
"63","^ㅎ^ㅎ",21
"64","억지",21
"65","이상",21
"66","근데",20
"67","리메이크",20
"68","^ㄷ",19
"69","감독",19
"70","예측",19
"71","형사",19
"72","알바",18
"73","김강우가",17
"74","뭔가",17
"75","작품",17
"76","재밌는",17
"77","흥미",17
"78","다들",16
"79","만족",16
"80","보고",16
"81","보는내내",16
"82","시나리오",16
"83","재밌었어요",16
"84","ㅠㅠ",16
"85","김강우씨",15
"86","깔끔",15
"87","캐릭터",15
"88","관람객김강우",14
"89","바디",14
"90","시간가는줄",14
"91","여자",14
"92","영화관",14
"93","이거",14
"94","짜임새",14
"95","^ㅋ^ㅋ^ㅋ",13
"96","가능",13
"97","관객",13
"98","드라마",13
"99","신선",13
"100","이해",13
"101","장면",13
"102","적당",13
"103","중반",13
"104","처음",13
"105","친구",13
"106","감탄",12
"107","루즈",12
"108","봤습니",12
"109","설정",12
"110","안보",12
"111","지도",12
"112","진심",12
"113","강추",11
"114","분위기",11
"115","상상",11
"116","스릴러물",11
"117","시작",11
"118","인생",11
"119","재밌어",11
"120","정말",11
"121","좋았",11
"122","후회",11
"123","훌륭",11
"124","흥미진진",11
"125","100",10
"126","근래",10
"127","마무리",10
"128","부족",10
"129","사이",10
"130","연출력",10
"131","우리나라",10
"132","이야기",10
"133","재밌다",10
"134","재밌었",10
"135","전체",10
"136","흥행",10
"137","개꿀",9
"138","궁합",9
"139","기억",9
"140","떡밥",9
"141","어느정도",9
"142","역대",9
"143","완벽",9
"144","이정도면",9
"145","자체",9
"146","장르",9
"147","재밌었다",9
"148","존잼",9
"149","하기",9
"150","감이",8
