"","Var1","Freq"
"1","영화",443
"2","평점",177
"3","^ㅋ",133
"4","진짜",124
"5","감독",101
"6","배우",89
"7","연기",74
"8","임창정",72
"9","재미",60
"10","시간",54
"11","관람객",52
"12","^ㅎ",50
"13","스토리",49
"14","생각",47
"15","정상",38
"16","쓰레기",35
"17","창정이형",35
"18","^ㅋ^ㅋ^ㅋ",32
"19","보지",32
"20","이거",30
"21","코미디",30
"22","10",27
"23","내용",26
"24","들이",25
"25","알바",24
"26","정려원",24
"27","게이트",23
"28","작품",23
"29","보고",22
"30","기대",21
"31","수준",21
"32","최악",21
"33","중간",20
"34","풍자",20
"35","연출",19
"36","나름",18
"37","사람",18
"38","이걸",18
"39","재밌게",18
"40","하나",18
"41","임창정은",17
"42","하게",17
"43","감동",16
"44","관객",16
"45","이상",16
"46","해서",16
"47","누구",15
"48","대박",15
"49","유치",15
"50","이름",15
"51","최고",15
"52","년대",14
"53","마지막",14
"54","완전",14
"55","^ㅋ^ㅋ^ㅋ^ㅋ",13
"56","개연성",13
"57","근데",13
"58","때문",13
"59","신동엽",13
"60","한국영화",13
"61","노래",12
"62","노잼",12
"63","억지",12
"64","역대",12
"65","관람",11
"66","다들",11
"67","발전",11
"68","시나리오",11
"69","왜이",11
"70","임창정이",11
"71","코믹",11
"72","^ㅎ^ㅎ",10
"73","간만",10
"74","삼류",10
"75","염력",10
"76","오랜만",10
"77","유쾌",10
"78","이해",10
"79","전개",10
"80","조작",10
"81","최순실",10
"82","투자",10
"83","^ㄷ",9
"84","OO",9
"85","반전",9
"86","시대",9
"87","웃음",9
"88","인생",9
"89","장면",9
"90","지루",9
"91","진심",9
"92","처음",9
"93","킬링타임용으로",9
"94","90",8
"95","OOO",8
"96","가족",8
"97","다음",8
"98","댓글",8
"99","세상",8
"100","실화",8
"101","어이",8
"102","연기력",8
"103","정려원이",8
"104","테러",8
"105","ㅡㅡ",8
"106","20",7
"107","55",7
"108","9.",7
"109","개봉",7
"110","대단",7
"111","뭔가",7
"112","범죄",7
"113","부탁",7
"114","사람들",7
"115","상영관",7
"116","아깝",7
"117","올해",7
"118","이것",7
"119","이경영",7
"120","이번",7
"121","이정도면",7
"122","정도",7
"123","제작",7
"124","주연",7
"125","창정이",7
"126","추천",7
"127","킬링타임용",7
"128","한국",7
"129","ㅠㅠ",7
"130","꿀잼",6
"131","네티즌",6
"132","대한",6
"133","돈주고",6
"134","리얼",6
"135","민국",6
"136","부분",6
"137","사회",6
"138","식상",6
"139","신동",6
"140","안보",6
"141","어디",6
"142","영화관",6
"143","예능",6
"144","왠만하면",6
"145","이영화",6
"146","이유",6
"147","이후",6
"148","재밌는",6
"149","재밌어요",6
"150","정말",6
