"","Var1","Freq"
"1","영화",715
"2","강동원",259
"3","진짜",232
"4","배우",204
"5","^ㅋ",147
"6","스토리",136
"7","감동",132
"8","연기",121
"9","평점",101
"10","생각",97
"11","친구",92
"12","감독",89
"13","개연성",89
"14","재미",88
"15","^ㅎ",84
"16","내용",82
"17","관람객",78
"18","들이",75
"19","시간",74
"20","원작",73
"21","최악",70
"22","억지",64
"23","우정",64
"24","음악",63
"25","얼굴",61
"26","하나",54
"27","중간",52
"28","마지막",46
"29","강동원이",45
"30","사람",45
"31","연출",44
"32","하게",44
"33","긴장감",43
"34","장면",43
"35","노래",42
"36","기대",39
"37","가족",38
"38","이거",38
"39","결말",36
"40","지루",36
"41","해서",36
"42","진심",35
"43","재밌게",33
"44","한효주",32
"45","액션",31
"46","장르",30
"47","전개",30
"48","스릴러",29
"49","최고",28
"50","강동원은",27
"51","노잼",27
"52","작품",27
"53","골든슬럼버",25
"54","염력",25
"55","이상",25
"56","정도",25
"57","10",24
"58","처음",24
"59","관객",23
"60","알바",23
"61","오랜만",22
"62","초반",22
"63","몰입",21
"64","주인공",21
"65","동원",20
"66","보고",20
"67","쓰레기",20
"68","ㅠㅠ",20
"69","때문",19
"70","마음",19
"71","부분",19
"72","관람객강동원",18
"73","댓글",18
"74","스릴",18
"75","조잡",18
"76","추천",18
"77","따뜻",17
"78","소재",17
"79","조작",17
"80","^ㅋ^ㅋ^ㅋ",16
"81","OST",16
"82","사람들",16
"83","수준",16
"84","연휴",16
"85","기억",15
"86","덕분",15
"87","부족",15
"88","세상",15
"89","시작",15
"90","웃음",15
"91","음모",15
"92","이해",15
"93","인생",15
"94","집중",15
"95","한국영화",15
"96","감성",14
"97","강동원을",14
"98","리얼",14
"99","어이",14
"100","엉성",14
"101","완전",14
"102","이것",14
"103","캐릭터",14
"104","한국",14
"105","공감",13
"106","범죄",13
"107","보는내내",13
"108","시나리오",13
"109","영화관",13
"110","오늘",13
"111","이번",13
"112","이야기",13
"113","정말",13
"114","택배",13
"115","하기",13
"116","나름",12
"117","대사",12
"118","연기력",12
"119","오빠",12
"120","이걸",12
"121","자체",12
"122","좋았",12
"123","참치",12
"124","추격",12
"125","감정",11
"126","골든",11
"127","구성",11
"128","궁금",11
"129","근데",11
"130","눈물",11
"131","다들",11
"132","만족",11
"133","무엇",11
"134","추억",11
"135","캐스팅",11
"136","허술",11
"137","^ㅎ^ㅎ",10
"138","ost",10
"139","각본",10
"140","기사",10
"141","매력",10
"142","별점",10
"143","불쌍",10
"144","비교",10
"145","사랑",10
"146","상황",10
"147","설날",10
"148","소설",10
"149","신해",10
"150","실망",10
