"","Var1","Freq"
"1","관람객",241
"2","영화",189
"3","가족",184
"4","이해",63
"5","배우",54
"6","생각",53
"7","감정",51
"8","감독",47
"9","연기",41
"10","자비",35
"11","사랑",34
"12","음악",33
"13","세상",29
"14","관람",27
"15","답답",27
"16","하게",26
"17","사람",25
"18","마지막",23
"19","상처",22
"20","지루",21
"21","공감",19
"22","들이",19
"23","이야기",19
"24","하기",19
"25","주인공",17
"26","서로",16
"27","연출",15
"28","영상",15
"29","인물",15
"30","클로즈업",15
"31","기대",14
"32","표현",14
"33","해서",14
"34","돌란",13
"35","시작",13
"36","관람객자비에돌란",12
"37","대화",12
"38","시간",12
"39","이름",12
"40","장면",12
"41","존재",12
"42","최고",12
"43","몰입",11
"44","영상미",11
"45","내용",10
"46","대사",10
"47","때문",10
"48","마음",10
"49","모습",10
"50","엄마",10
"51","엔딩",10
"52","자신",10
"53","진짜",10
"54","하나",10
"55","객자",9
"56","관객",9
"57","관계",9
"58","근데",9
"59","눈물",9
"60","루이",9
"61","부분",9
"62","분노",9
"63","우리",9
"64","이번",9
"65","인생",9
"66","처음",9
"67","초반",9
"68","감각적",8
"69","구성",8
"70","분위기",8
"71","불편",8
"72","소통",8
"73","여운",8
"74","역할",8
"75","원작",8
"76","의미",8
"77","인물들",8
"78","자비에돌란",8
"79","작품",8
"80","누구",7
"81","동생",7
"82","모두",7
"83","무엇",7
"84","뭔가",7
"85","부족",7
"86","사실",7
"87","순간",7
"88","스토리",7
"89","앙투안",7
"90","좋았",7
"91","프랑",7
"92","필요",7
"93","그것",6
"94","만큼",6
"95","묘사",6
"96","설명",6
"97","섬세",6
"98","성공",6
"99","애증",6
"100","어디",6
"101","얼굴",6
"102","오해",6
"103","인간",6
"104","인상",6
"105","자체",6
"106","집중",6
"107","특유",6
"108","표정",6
"109","훌륭",6
"110","가슴",5
"111","공간",5
"112","누군가",5
"113","돌란이",5
"114","문제",5
"115","사이",5
"116","상황",5
"117","색감",5
"118","심리",5
"119","연기력",5
"120","연출력",5
"121","열등감",5
"122","의도",5
"123","자기",5
"124","전작",5
"125","캐스팅",5
"126","현실",5
"127","100",4
"128","ost",4
"129","개연성",4
"130","고통",4
"131","과잉",4
"132","과장",4
"133","관람객너무",4
"134","관람객돌란",4
"135","관람객역시",4
"136","눈빛",4
"137","능력",4
"138","단지",4
"139","동안",4
"140","방식",4
"141","배경",4
"142","보는내내",4
"143","불친절",4
"144","사람들",4
"145","세련",4
"146","소재",4
"147","심오",4
"148","연극",4
"149","영화입니",4
"150","이상",4
