"","Var1","Freq"
"1","영화",790
"2","사랑",626
"3","관람객",424
"4","음악",158
"5","생각",141
"6","장면",100
"7","감독",98
"8","동화",98
"9","괴물",94
"10","사람",94
"11","모양",81
"12","진짜",81
"13","스토리",77
"14","이해",75
"15","하게",74
"16","인간",73
"17","연기",72
"18","이야기",68
"19","영상미",65
"20","개연성",63
"21","최고",62
"22","감동",60
"23","관람",55
"24","평점",54
"25","부족",52
"26","영상",52
"27","작품",52
"28","감정",51
"29","마음",51
"30","여운",50
"31","차별",50
"32","기대",49
"33","존재",49
"34","어른",48
"35","표현",48
"36","공감",47
"37","판타지",47
"38","형태",47
"39","부분",44
"40","기괴",43
"41","연출",43
"42","내용",42
"43","시간",42
"44","재미",40
"45","상영관",39
"46","여자",39
"47","하나",39
"48","아카데미",38
"49","무엇",37
"50","편견",37
"51","하기",37
"52","주인공",36
"53","교감",35
"54","의미",34
"55","들이",33
"56","모습",33
"57","기예르모",31
"58","물고기",31
"59","해서",31
"60","기분",30
"61","불필요",30
"62","소재",30
"63","수간",30
"64","중간",30
"65","로맨스",29
"66","몰입",29
"67","분위기",29
"68","여주인공",29
"69","이유",29
"70","마지막",28
"71","전개",28
"72","색감",27
"73","이상",27
"74","토로",27
"75","과정",26
"76","독특",26
"77","오랜만",26
"78","우리",26
"79","인어",26
"80","^ㅎ",25
"81","다양",25
"82","자체",25
"83","지루",25
"84","진정",25
"85","처음",25
"86","필요",25
"87","그녀",24
"88","당신",24
"89","뭔가",24
"90","예술",24
"91","행복",24
"92","그것",23
"93","서로",23
"94","순수",23
"95","만큼",22
"96","세상",22
"97","엔딩",22
"98","현실",22
"99","메세지",21
"100","배우",21
"101","상처",21
"102","시대",21
"103","아름다움",21
"104","인생",21
"105","훌륭",21
"106","경계",20
"107","추천",20
"108","노래",19
"109","명작",19
"110","완전",19
"111","정도",19
"112","개봉",18
"113","대사",18
"114","매력",18
"115","보고",18
"116","불편",18
"117","사람들",18
"118","실망",18
"119","완벽",18
"120","잔인",18
"121","^ㅋ",17
"122","감성",17
"123","관계",17
"124","노출",17
"125","누구",17
"126","따뜻",17
"127","메시지",17
"128","사회",17
"129","캐릭터",17
"130","호킨스",17
"131","가슴",16
"132","성적",16
"133","어디",16
"134","인상",16
"135","결말",15
"136","설정",15
"137","성인",15
"138","아름다운",15
"139","자신",15
"140","잔잔",15
"141","전체",15
"142","크레딧",15
"143","극장",14
"144","미로",14
"145","설득력",14
"146","설명",14
"147","신선",14
"148","주제",14
"149","최악",14
"150","취향",14
