"","Var1","Freq"
"1","영화",259
"2","사랑",123
"3","상상력",71
"4","현실",61
"5","공드리",54
"6","스테판",50
"7","독특",48
"8","이해",43
"9","최고",41
"10","기발",39
"11","산만",39
"12","관람객",29
"13","^ㅋ",28
"14","미셸",26
"15","상상",26
"16","정신",26
"17","사람",23
"18","내용",21
"19","하게",21
"20","이야기",20
"21","감독",19
"22","세계",19
"23","생각",18
"24","재미",17
"25","지루",17
"26","영상",16
"27","주인공",16
"28","표현",16
"29","꿈속",15
"30","남자",15
"31","마음",15
"32","이터널",15
"33","스테파니",14
"34","예술",14
"35","평점",14
"36","해서",14
"37","감성",13
"38","공감",13
"39","매력",13
"40","신선",12
"41","아기자기",12
"42","유쾌",12
"43","이상",12
"44","순수",11
"45","작품",11
"46","공드리는",10
"47","난해",10
"48","수면",10
"49","정신병자",10
"50","진짜",10
"51","기대",9
"52","몽환적",9
"53","시간",9
"54","자기",9
"55","그것",8
"56","대사",8
"57","들이",8
"58","무의식",8
"59","복잡",8
"60","연출",8
"61","재기발랄",8
"62","정말",8
"63","감동",7
"64","과학",7
"65","구분",7
"66","마지막",7
"67","몽롱",7
"68","스테판이",7
"69","스토리",7
"70","엉뚱",7
"71","정도",7
"72","참신",7
"73","프랑",7
"74","하나",7
"75","환상",7
"76","가엘",6
"77","결말",6
"78","경계",6
"79","구성",6
"80","동화",6
"81","머리",6
"82","분위기",6
"83","세상",6
"84","여운",6
"85","여자",6
"86","음악",6
"87","중간",6
"88","처음",6
"89","추천",6
"90","필요",6
"91","하기",6
"92","혼란",6
"93","^ㅇ",5
"94","^ㅎ",5
"95","가슴",5
"96","감정",5
"97","관객",5
"98","내겐",5
"99","다운",5
"100","달콤한",5
"101","대단",5
"102","로맨스",5
"103","몰입",5
"104","미셸공드리",5
"105","박수",5
"106","영상미",5
"107","오늘",5
"108","유머",5
"109","장면",5
"110","재밌게",5
"111","전개",5
"112","제목",5
"113","특이",5
"114","포니",5
"115","한영",5
"116","행복",5
"117","화면",5
"118","흥미",5
"119","10",4
"120","100",4
"121","fun",4
"122","me",4
"123","감각",4
"124","기분",4
"125","기억",4
"126","난잡",4
"127","다행",4
"128","동안",4
"129","따뜻",4
"130","때문",4
"131","로운",4
"132","머릿속",4
"133","모습",4
"134","무엇",4
"135","뭔지",4
"136","미쉘",4
"137","보이",4
"138","부족",4
"139","비슷",4
"140","사실",4
"141","사이",4
"142","선샤인",4
"143","소년",4
"144","수준",4
"145","쓰레기",4
"146","아이디어",4
"147","얘기",4
"148","어른",4
"149","연출력",4
"150","영화관",4
