"","Var1","Freq"
"1","관람객",509
"2","영화",244
"3","세상",232
"4","프리즘",225
"5","최고",181
"6","인생",132
"7","응원",105
"8","이지두",98
"9","댄스",93
"10","무지개",87
"11","상영",85
"12","무지개빛",76
"13","진짜",73
"14","사랑",68
"15","관람",47
"16","킹프리를",44
"17","행복",43
"18","감사",41
"19","킹프리",40
"20","모두",37
"21","시간",33
"22","야광",32
"23","정말",29
"24","아이",28
"25","처음",28
"26","사람",26
"27","오빠",26
"28","이걸",26
"29","여러분",25
"30","^ㅋ",23
"31","오버",23
"32","올해",23
"33","가득",22
"34","노래",22
"35","생각",22
"36","추천",21
"37","관람객킹프리를",19
"38","극장",18
"39","세계",17
"40","신도하",16
"41","이상",16
"42","평점",16
"43","감동",14
"44","우울",14
"45","재미",14
"46","경험",13
"47","내용",13
"48","시작",13
"49","오늘",13
"50","우리",13
"51","웃음",13
"52","작품",13
"53","최강",13
"54","10",12
"55","기분",12
"56","다음",12
"57","들이",12
"58","명작",12
"59","반짝임~★프리즘",12
"60","친구",12
"61","하게",12
"62","해서",12
"63","후회",12
"64","다들",11
"65","보고",11
"66","스트레스",11
"67","영화입니",11
"68","오브",11
"69","이거",11
"70","ㅠㅠ",11
"71","DO",10
"72","객아",10
"73","관람객너무",10
"74","안보",10
"75","영화관",10
"76","작곡",10
"77","희망",10
"78","^ㅇ",9
"79","가지",9
"80","너머",9
"81","대단",9
"82","애니",9
"83","예매",9
"84","완전",9
"85","은시우",9
"86","작사",9
"87","진심",9
"88","콘서트",9
"89","필요",9
"90","DANCE",8
"91","기대",8
"92","눈물",8
"93","더빙",8
"94","레인",8
"95","마음",8
"96","보우",8
"97","사람들",8
"98","알렉산더",8
"99","우울증",8
"100","이해",8
"101","이후",8
"102","있습니",8
"103","킹프리는",8
"104","EZ",7
"105","관객",7
"106","근데",7
"107","당신",7
"108","마약",7
"109","무지갯빛으로",7
"110","뭔지",7
"111","순간",7
"112","스토리",7
"113","영상",7
"114","완벽",7
"115","정신",7
"116","캐릭터",7
"117","하나",7
"118","허그",7
"119","후속",7
"120","개봉",6
"121","객신",6
"122","관람객킹프리",6
"123","남자",6
"124","덕분",6
"125","라이브",6
"126","마지막",6
"127","무엇",6
"128","사실",6
"129","신세계",6
"130","재밌게",6
"131","제가",6
"132","충격",6
"133","혼란",6
"134","^ㅎ",5
"135","가슴",5
"136","관람객여러분",5
"137","관람객킹프리는",5
"138","굉장",5
"139","구려",5
"140","기억",5
"141","꼭보세요",5
"142","나았습니",5
"143","누구",5
"144","단스",5
"145","동안",5
"146","마성",5
"147","만큼",5
"148","무지",5
"149","보시",5
"150","분위기",5
