"","Var1","Freq"
"1","영화",1007
"2","관람객",276
"3","최고",230
"4","노래",197
"5","인생",191
"6","진짜",191
"7","뮤지컬",174
"8","감동",111
"9","음악",110
"10","영화관",100
"11","스토리",70
"12","사람",59
"13","생각",57
"14","눈물",48
"15","하나",43
"16","행복",42
"17","극장",41
"18","미화",40
"19","관람",38
"20","소름",38
"21","올해",36
"22","필요",36
"23","연기",35
"24","완벽",35
"25","처음",35
"26","정말",33
"27","배우",32
"28","평점",32
"29","하게",32
"30","시간",30
"31","들이",29
"32","위대",29
"33","해서",29
"34","OST",28
"35","대박",28
"36","후회",28
"37","휴잭맨",28
"38","10",27
"39","마음",27
"40","명작",27
"41","^ㅎ",25
"42","영상미",25
"43","퍼포먼스",25
"44","가슴",24
"45","연출",24
"46","내용",23
"47","사랑",23
"48","안보",23
"49","ost",22
"50","쇼맨",22
"51","시작",22
"52","여운",22
"53","영상",22
"54","추천",22
"55","평론가",22
"56","화려",22
"57","귀가",21
"58","순간",21
"59","지루",21
"60","상영",20
"61","이거",20
"62","장면",20
"63","레미제라블",19
"64","가족",18
"65","기대",18
"66","전개",18
"67","진심",18
"68","관객",17
"69","사운드",17
"70","상영관",17
"71","이상",17
"72","전율",17
"73","공연",16
"74","다운",16
"75","박수",16
"76","오랜만",16
"77","중간",16
"78","보는내내",15
"79","소장",15
"80","예술",15
"81","재미",15
"82","정도",15
"83","ㅠㅠ",15
"84","^ㅋ",14
"85","is",14
"86","라라랜드",14
"87","모두",14
"88","바넘이",14
"89","오늘",14
"90","재밌게",14
"91","기립박수",13
"92","기분",13
"93","누구",13
"94","매력",13
"95","메세지",13
"96","연말",13
"97","이야기",13
"98","인물",13
"99","친구",13
"100","대단",12
"101","라라랜드보다",12
"102","역대",12
"103","완전",12
"104","울컥",12
"105","이런게",12
"106","자신",12
"107","자체",12
"108","작품",12
"109","진정",12
"110","환상",12
"111","바넘",11
"112","세상",11
"113","신과함께",11
"114","이걸",11
"115","인간",11
"116","주인공",11
"117","표현",11
"118","me",10
"119","가서",10
"120","꼭보세요",10
"121","대사",10
"122","때문",10
"123","마무리",10
"124","마지막",10
"125","무엇",10
"126","스크린",10
"127","오프닝",10
"128","용기",10
"129","이해",10
"130","인종차별",10
"131","장애인",10
"132","호강",10
"133","훌륭",10
"134","This",9
"135","감정",9
"136","귀호강",9
"137","동안",9
"138","만큼",9
"139","몰입",9
"140","보고",9
"141","에프",9
"142","웅장",9
"143","이영화를",9
"144","이후",9
"145","잭맨",9
"146","좋았",9
"147","흑인",9
"148","희망",9
"149","가사",8
"150","감독",8
