"","Var1","Freq"
"1","영화",806
"2","관람객",692
"3","그림",316
"4","고흐",259
"5","작품",221
"6","감동",146
"7","빈센트",141
"8","사람",135
"9","관람",122
"10","생각",115
"11","사랑",112
"12","스토리",105
"13","최고",95
"14","마음",90
"15","마지막",84
"16","예술",84
"17","죽음",78
"18","하게",78
"19","유화",77
"20","하나",77
"21","장면",75
"22","따뜻",73
"23","인생",68
"24","고흐를",63
"25","관람객고흐",63
"26","화가",60
"27","들이",59
"28","눈물",58
"29","예술가",58
"30","영상미",56
"31","시간",55
"32","영상",55
"33","내용",53
"34","지루",53
"35","노력",52
"36","이야기",48
"37","표현",48
"38","자체",47
"39","감사",44
"40","감상",43
"41","관람객빈센트",42
"42","애니메이션",42
"43","제작",41
"44","화면",39
"45","엔딩",38
"46","명작",37
"47","가치",36
"48","반고흐",36
"49","여운",36
"50","영화관",35
"51","외로움",34
"52","흥미",34
"53","이해",33
"54","추천",33
"55","행복",33
"56","10",32
"57","가슴",32
"58","고흐에",31
"59","관람객너무",31
"60","고흐가",30
"61","정말",30
"62","진짜",29
"63","천재",28
"64","해서",28
"65","기억",27
"66","몰입",27
"67","소장",27
"68","starry",26
"69","처음",26
"70","독특",25
"71","상영관",25
"72","우리",25
"73","인간",25
"74","중간",25
"75","훌륭",25
"76","명화",24
"77","빈센트를",24
"78","영혼",24
"79","음악",24
"80","인물",24
"81","집중",24
"82","객유",23
"83","고독",23
"84","대단",23
"85","빈센트가",22
"86","시작",22
"87","관심",21
"88","아름다움",21
"89","황홀",21
"90","감정",20
"91","미술관",20
"92","순간",20
"93","스크린",20
"94","아름다운",20
"95","정성",20
"96","편지",20
"97","기대",19
"98","상영",19
"99","색감",19
"100","열정",19
"101","정도",19
"102","100",18
"103","객한",18
"104","당신",18
"105","올해",18
"106","감탄",17
"107","로운",17
"108","순수",17
"109","자살",17
"110","잔잔",17
"111","재미",17
"112","구성",16
"113","누구",16
"114","때문",16
"115","배경",16
"116","부분",16
"117","사람들",16
"118","완벽",16
"119","작가",16
"120","크레딧",16
"121","평가",16
"122","화풍",16
"123","과정",15
"124","신선",15
"125","연출",15
"126","이상",15
"127","인상",15
"128","인정",15
"129","기분",14
"130","러빙",14
"131","방식",14
"132","세상",14
"133","쓸쓸",14
"134","영화였습니",14
"135","위대",14
"136","일생",14
"137","전개",14
"138","참여",14
"139","고호",13
"140","관람객고흐를",13
"141","극장",13
"142","노고",13
"143","모습",13
"144","미술",13
"145","상상",13
"146","수작",13
"147","시선",13
"148","night",12
"149","경험",12
"150","고흐는",12
