"","reviews","points"
"36","관람객시간을 계산하려 하지 말고 그냥 있는그대로 봐야 그 감정을 그대로 느낄수있을듯..후반부에 이렇게 가슴 아플줄이야,, 그리고 그 여운은 아직도 계속 맴돌고 있네요  ","10"
"37","관람객난 영화보고 한번도 슬퍼한 적 없었는데이 영화보고 눈에 눈물이 고였다. 그만큼 애절하고 가슴이 슬픈 영화였다. 머리 보다는 가슴이 운 그런 영화  ","10"
"38","네가 나와의 추억을 만들어갈때 나는 너와의 추억을 하나씩 지워가.  ","7"
"39","25살의 타카토시는 15살의 에미를 찾아가 그림을 선물하지만... 25살의 에미는 15살의 타카토시를 찾지않고 30살이 되어서야 10살의 타카토시를 찾아가 타코야끼를 먹으며 사진상자만 선물한다. 25살때 얼마나 보고싶었을까...  ","8"
"40","영화관에선 글썽이는 정도였는데 생각보다 후유증이 너무 크다.집가는 버스에선 울뻔했고 집에 와선 울었고 4시간이 지난 지금도 눈만 감으면 자꾸 생각나서 눈물난다.먹먹하다.  ","10"
"41","관람객두번 보게 만드는 영화네요..  ","8"
"42","관람객진짜 재밌게 봄. 내내 뭔가 감정이 쌓이다 막판에 폭발함것도 조핬고  ","10"
"43","오늘 보고 왔습니다. 뭐랄까요 인공눈물이 필요가 없네요 건조한 안구가 촉촉하다 못해 수도꼭지 꼭지를 비틀어버렸습니다 너무 좋은 영화네요. 다시 또 한번 보고싶지만  과연 이 영화를 다시 볼 수 있을까. 처음 느낀 그 느낌 그대로 간직하고 싶다.  ","10"
"44","초반 장면을 곱씹어보게 되네요. 짧은 여주의 관점에서 영화를 봤을땐 또 다른 기분이 듭니다. 많이 훌쩍였네요.클라이막스 하나 없지만 영상미와 고마츠나나의 매력 배경음악까지..너무 잘 어우러지는 영화입니다.  ","10"
"45","멜로 영화  아니 그냥 청춘의 사랑 영화를 보고 이렇게 울어본적은 처음입니다 ... 꼭봐주세요 너무 절절하고 재밌고  많은 생각을 하게되요 . 고마츠나나 후쿠시소우타 너무 이쁘고 멋잇게 나오고 색감도 너무 좋고 ... 사랑해요 ㅠㅠ 영화 최고  ","10"
"46","관람객나와 나의 연결고리엽서도 주네요  ","9"
"47","내가 너를 모를 때 넌 날 알고 있었고, 내가 너를 알고 있을 때 넌 날 알지 못했다.. 지금 너는 내일 이순간을 기억하지못한다.... 너무 슬프네요  ","10"
"48","관람객다시본다면 첫장면에서 울 것 같아  ","10"
"49","첫만남에서 흘리는 눈물에 나도 모르게 눈물이 났는데 그만한 이유가 있었다..  ","10"
"50","일본에서만 만들 수 있는 영화.  ","10"
"51","논리적으로 이 영화를 본 나를 후회하면서 다시 한번 영화간에 들어갑니다. 일본에게 처음으로 호감을 갖게 해준 영화 감성이 죽은 남자인줄 안 나도 살아있음을 느끼게 해준 영화 `나는 내일, 어제의 너와 만난다.`  ","10"
"52","내용이 어렵지만, 그 어려움보다 더 큰 감동과 여운이 있는 영화입니다. 배우분들 연기들 잘하셔서 몰입도도 좋았고, 가슴이 찡해지는 영화를 봤습니다.  ","10"
"53","관람객돈아깝지않은 영화 여자주인공 수지닮고 주인공 친구 조정석 닮은게 건축학개론생각나드라  ","10"
"54","인생을 짜여진 각본대로 살아간다면 괴롭겠지만,사랑하는 사람과 짜여진 사랑을 한다면 모든것을 알고 있는다고 해도 즐거운 일이 아닐까.누군가를 사랑한다는 것만으로도 달라지는 인생의 시간.  ","7"
"55"," &#39;지금 만나러 갑니다&#39;와 &#39;시간을 달리는 소녀&#39;의 콜라보랄까, 지금 이순간 우리들의 인연은 스치는 것이 아니다.  ","9"
"56","너의 처음을 위해 배려하고 양보하는 나의 마지막..내가 깊게 사랑하면 할수록 상대방은 어색해지고 멀어만 지는데 그래도 사랑 할 수 잇을까 타카토시의 마지막은 함께 였지만 에미의 마지막은 혼자였다..그녀의 마음이 너무 먹먹해서,그녀의 마음이 더 와닿는다  ","7"
"57","이 영화 볼 예정인 남자분은 꼭 혼자보세요.하염없이 울게 될겁니다!!  ","10"
"58","관람객남주를 위해 자신의 한 달을 희생한 여주  ","6"
"59","관람객정말 처음에는 나도모르게 흐뭇하게보다가 이런전개? 라는 느낌이였어요!! 뭔가 현실감이 없다 라는 느낌이였는데 영화를보는 제 눈은 이미 촉촉하더라구요.. 또 보러가야겠다 후...  ","10"
"60","관람객인상깊은 영화였습니다  ","10"
"61","관람객가능하다면 번역자막이 아닌 일본어를 공부해서 정확히 원어를 이해하며 다시 보고싶은 영화  ","10"
"62","관람객생각보다 별로 안슬펐고 여주인공이 너무 예쁨..  ","7"
"63","나는 다시 어제의 너라도 보고싶다....  ","10"
"64","관람객운명을 믿어보고 싶은 영화  ","10"
"65","뭐든지 탐구하려는 이과 대가리인 나로써 처음 40분정도까지 이 영화에 뿌려진 조각들을 맞추는데 나머지 1시간 10분을 써서 영화에 제대로 집중을 못했다..이 영화를 볼때는 제일 큰 조각인 &#39;둘의 시간은 반대로 간다&#39; 이거 하나만 가지고 봐라 진짜로  ","9"
"66","지금  만나러 갑니다 이후 최고의 감동과 여운을 준 작품입니다. 집에서 한번 보고 어제 다시 보고 왔는데도 재밌게 봤습니다. 특히 처음 볼 때는 이해하지 못했던 장면들을 두 번째 봤을때 그게 무엇을 의미하는지 이해할 수 있었어요. 너무나 아름다운 영화  ","10"
"67","어렵긴 한데 정말 역대급 슬픔이다  ","10"
"68","내 인생작은 어제부로 이 영화다.  ","10"
"69","머리로 이해하느라, 마음으로 못느껴짐  ","2"
"70","내용, 감동, 분위기는 다 좋았는데 결국 시간개념을 이해하지 못하고 평행세계에 대한 이해가 부족해서 즐기지 못한 영화  ","3"
"71","손잡는 평범한일이 이렇게 슬플 줄이야  ","10"
"72","24살 남자 혼자 소매를 물고 흐느끼면서 봤습니다. 영화보면서 이렇게 울어본건 정말 오랜만이었습니다. 오늘부터 일본 여자를 사랑하게 되었습니다...고메츠나나..  ","10"
"73","관람객영화 내내 눈물고인채로 본거 처음이였어요..ㅋ 정말 감명깊게 봤습니다^^ 멜로영화로 추천해요  ","10"
"74","관람객예고편을 안봤으면 더 좋았을 거 같아요 남녀 배우가 너무 아름다워서 시선을 땔 수가 없더군요 겨우 30일인데 저렇게까지라는 의문이 있긴 했지만 좋았어요  ","8"
"75","관람객너무나도 슬프네요..곡 버세요  ","10"
"76","관람객괘안네..오키..볼만해  ","8"
"77","이 영화 보실분은 예고편 보지마세요 제발특히 영화정보에 줄거리 읽지마세요..아무것도 모르고 들어가야 정말로 느낄 수 있는  영화입니다..  ","10"
"78","슬프다고 해서 처음에는 이해가 잘가지않아 추억을 만들자 라는 포인트에서 울엇다 옛연인을 생각하며 그사람도 나에 대한 추억을 가졋으면좋겟고 더 주고싶다는생각에 하지만 영화 극 후반을 보면 모든 생각이 정리되고 진짜 슬픔의 포인트가 나오는게 소름이엿다  ","9"
"79","어쩌면 말이에요...이 비현실적인 이야기가 꼭 비현실만은 아닐수도 있다는....그런 말안되는 상상도 해봅니다. 영화 정말 좋았습니다. 이곳에 첨 댓글 남길정도로...  ","10"
"80","관람객엄청 달달하면서 아련한 영화  ","9"
"81","내 감수성이 사라진건가.. 잔잔하긴한데 그냥 그뿐 ㅜㅜ  ","1"
"82","그에게 아름다운 미래를 만들어주기위해 과거를 거슬러 가는 소녀  ","10"
"83","말할수없는비밀,지금만나러갑니다,이프온리의 감성을 능가하네요!!  ","10"
"84","관람객진심 눈물 많은 1인인데.. 공감을 못한듯 눈물 한방울 안나오던데요  ","1"
"85","시간관계 설정이 너무 엉망이라 중간부터 몰입도 빵. 완전 어이없고 억지로 감동 짜내는 영화 일 뿐.영상미(정말 전적인 시각정보)만 볼만함.  ","1"
"86","관람객엇갈리는게 아니라 연결고리  ","10"
"87","평점이니까 스포는 남기지 않을게요, 그냥 가슴따뜻해지면서 여운이많이남는 러브스토리영화구요, 사실 영화보는 도중에는 저도 잘 이해가되지않았는데 집에와서 리뷰를 읽으면서 조금은이해가됐네요, 한번더 극장에 가서 볼 예정입니다. 추천드려요  ","10"
"88","관람객남자가  세탁실에서 여자를 떠오리며 했던 대사가 기억난다..  ","7"
"89","관람객제가 살면서 본 영화 중에 가장 슬픈 영화였습니다. 영화관에서 꺽꺽 대면서 울긴 처음이네요; 여자친구가 있어서 훨씬 더 감정이입이 많이 되었던 것 같습니다. 10점도 아쉽네요. 100점 주고 싶습니다. 후기작성 하는데도 눈물이 앞을 가리네요.  ","10"
"90","관람객&#39;나는 내일 어제의 너와 만난다&#39;라는 영화를 영등포까지 찾아가서 봤습니다. 이런 영화들을 너무나 좋아하기 때문에 기대가 컸는데 진짜 펑펑울면서 봤습니다..정말 좋은 영화고 마음에 쌓여있던 것들이 눈물과 같이 밀려나간 것 같아서 더 고마운 영화였습니다.  ","10"
"91","뻔할거라고 생각했지만 생각보다 새로웠다. 그냥 흐뭇하게 봤던 초반장면들이 후에 여주시점으로 볼땐 오열했던.. 세계관을 제대로 이해하고 그들의 감정에 완전히 몰입했다면 나처럼 인생작으로 남지않을까싶다. 특히 마지막 엔딩곡의 가사와 멜로디는 최고였다  ","10"
"92","간만에 제대로 된 일본멜로를 만났다!  ","8"
"93","다시 본다면 처음부터 슬픈 영화  ","10"
"94","영화보면서 울어본적이 딱 한 번있는데 이 영화 보면서 울고 끝나는 엔딩장면까지도 울음이 멈추질 않았습니다. 이 영화는 두번 보시면 좋아요! 처음에 타카토시 시점으로보고 두번째에는 에미 시점으로 보시면 좋을것같네요.. 전 2번 봤는데 진짜 울음이..ㅠㅠ  ","10"
"95","여운 장난 아니다.. 엔딩크레딧 올라갈 때까지 앉아있었음ㅠㅠ  ","10"
"96","제 인생영화리스트에 올라갔습니다.굿굿굿  ","10"
"97","관람객이해하려고 애쓰지말고 감정에 이입하세요  ","10"
"98","영화를 다 본후, 처음 전철역 장면을 계속 떠올리게 된다...  ","10"
"99","30대 초반 남자인데 보면서 펑펑 울었네요. 지금까지 본 연애물 영화중에서 가장 많이 운 것 같습니다. 설정이고 뭐고 그런거 따지지 말고 그냥 주인공에 감정이입해서 보면 한없이 슬퍼지는 영화입니다.  ","10"
"100","지금 만나러 갑니다 다음으로 오랜만에 나온 일본 명작  ","10"
"101","여주의 눈물의 의미를 알아버리는 순간 흐르는 눈물울 참을수가 없었다..나의 오늘이 너에겐 마지막이었구나..  ","10"
"102","이런 영화는 좀 주인공을 못생긴 애들로 좀 캐스팅해라. 주인공까지 예쁘면 후유증이 너무 크잖아..  ","10"
"103","110분러닝타임에 50분이해안간걸 남은시간60분이 10배이상의 감정으로돌려받는영화에요  ","10"
"104","내나이 28 영화를 좋아하는 편이라 장르 따지지않고 평점만조금괜찮으면 대부분 봣다.. 근데 평점등록은 처음해본다 이틀전에 티비로 결제해서 봣는데 5번이나 봣다 이틀동안, 진짜 여운이 가시질않고 너무안타깝다 그리고 고마츠나나의 광팬이되엇다 꼭보시기를..  ","10"
"105","관람객내 생애 가장 가슴저리도록 아프고 놀라울만큼 아름다운 영화. 10점 이상의 점수가 있다면 얼마든지 주고싶다.  ","10"
"106","관람객얼마 남지 않은 소중한 시간에 상대방의 행복을 위해 애쓰고 소중히 아끼는 모습때문에 그런지, 다른 영화들보다 주인공들의 사랑이 관객들에게 더 진정성 있고 순수하게 다가오는것 같습니다. 오늘까지 극장에서 3번 봤는데 아직도 여운이 많이 남네요ㅠ  ","10"
"107","내인생 베스트 오브 베스트 오브 베스트 오브 베스트 오브  베스트 오브 베스트 오브 베스트 오브 베스트 오브  베스트 오브 베스트 오브 베스트 영화내 인생최고의 영화  ","10"
"108","진부한 소재겠거니 했는데 영화 괜찮네..  ","10"
"109","관람객영화의 첫부분을 조금이라도 놓친다면 감정몰입이 어려움.5분전 입장하세요.  ","8"
"110","안보면 후회하는 영화. 여운이 정말 많이남네요. 스쳐지나가는 인연이라도 소중히. 만약 우리에게도 제한된 시간이 주어진다면, 그렇게 생각한다면 요즘 사람들처럼 연인과 가볍게 만나고 쉽게 헤어지는건 어렵지않을까요?  ","10"
"111","과하지 않을 정도의 여운을 남겨 주는 따뜻한 로맨스  ","10"
"112","관람객반대편의 시간에 살아도 마음만은 더 가까이  ","8"
"113","10점이상을주고싶다  ","10"
"114","정말 아름다운 일본 영화입니다.일본멜로영화는 참 좋네요..  ","10"
"115","여운 장난아닙니다....  ","10"
"116","와 진짜 오랜만에 울었습니다... 꼭보세요 ㅠㅠ  ","10"
"117","가볍게 본 첫장면을 다시보니 정말 가슴이 아리고 울컥했어요 내인생 본 일본영화중 최고입니다ㅠ..  ","10"
"118","군입대 3일전인데 정말로 보길 잘한 영화.. 눈물이 날 정도로 슬펐다. 이 영화는 두 번 봐야함.  ","10"
"119","작가가 뭘 보여주고싶은지는 이해가 가나 설정의 모순에 대한 의문이 생기기시작하면서부터 몰입이되지않는다, 조금만더 치밀했다면..  ","4"
"120","고마츠 나나의 미소가 너무나 슬펐다  ","10"
"121","영화 마지막부분되면 눈에서 홍수남  ","10"
"122","제가 일본의 수많은영화를봐왔지만 이렇게 감성깊고 슬펐던영화는 이게 처음인거같습니다 정말로 처음보시는분은 첫장면부터 지루하다생각하실수있겠는데요... 마지막까지보신분은 첫장면이 제일 슬프고 감명깊었던 장면이라 생각드셨을꺼같아요 저랑같은생각이시겠죠?  ","10"
"123","보고 후유증으로 2주 동안 가슴으로 앓았습니다.ㄹㅇ띵작  몽환적인 색감과 아름다운 사랑.. 그냥 멜로 영화라기 보다는 작품에 가깝습니다.  ","10"
"124","내 인생 역대 로맨스영화..  새벽에 혼자 울면서 봤습니다.이해하려하지말고 영화 주인공들의 감정선을 느끼면서 보세요!!  ","10"
"125","여태까지 봤던 일본 로맨스물 중 세손가락 안에 꼽힐듯  ","10"
"126","초반부가 너무 지루함...시간 개념 설명 부족해서 영화 몰입이 잘 안됨후반부는 호불호일듯...여운은 좀 남긴하는데...설정이 조금만 더 탄탄했으면 진짜 명작이었을듯  ","5"
"127","분명 좋은 영화고 줄거리 안에서도 이해 시켜주려고는 하는 거 같긴 한데 그냥 그렇다 진짜 그냥 그래  ","7"
"128","사랑하는 사람이 있어서 더욱더 슬프게 다가오는 영화였어요  ","10"
"129","20살 남자입니다 솔직히 지금껏 수많은 영화를 보면서 이렇게 다시 찾아보고 되새겨본 영화는 이 영화가 처음인것 같습니다. 꼭 혼자서든 둘이서든 한번이라도 보세요~  ","10"
"130","방금 영화보고 나왔는데 이 영화는 정말 감동이고 스토리 마지막까지 정말 잘 만들어져서 잘 이어지고 올해 영화보면서 처음 울었던거 같아여... 진짜 감동 입니다.. 전 만점주고 싶어요 스토리는 스포안하고  싶은 영화입니다  ","10"
"131","로맨스는 일본이 갑인듯.  ","10"
"132","슬프고 예쁘고 아름다운 사랑이야기네요  ","10"
"133","진짜 인생영화에요 아무생각없이 봤다가 엄청울었어요  ","10"
"134","태어나서 처음으로 영화관에서 이틀 연속 본 영화 , 처음볼때는 처음 20분을 제외한 모든 순간에 울었다  ","10"
"135","재미있었고 슬펐으며 다시보고싶었다  ","10"
"136","제발 이 휴유증에서 벗어나게 해주세요ㅠㅠ  ","10"
"137","사소한 몸짓과 말, 카메라 구도 배우의 작은 행동. 모든 것이 완벽했습니다. 가슴으로 볼 때 최고의 영화를 만날 수 있을 겁니다. 완벽!  ","10"
"138","근데 25살여자는 15살남자한테 왜 안찾아간거임?  ","10"
"139","영화를 다 보고 나니, 처음 만난 날 여 주인공의 눈물에 정말 맘이 짠해지는 영화였다.  ","10"
"140","일본영화안보는데 이건 남자친구랑보다가 돌대가리라 이해못해서 조금울었는데 2번째보고ㅜ통곡했어요너무 너무 여운이남네요5년된 남친한테 너무 ㅜㅜ잘해주고싶네요 ㅜㅜㅜ아 눙물~~  ","10"
"141","엔딩장면 첫장면 이어지는 장면이 명작면 입니다  ","10"
"142","고마츠 나나 인생작으로 남을 작품  ","8"
"143","잘 만든 애절한 러브스트리가 주는 휴유증이란 .. 휴,, 몇일째 헤어나오질 못하네요  ","10"
"144","이 미친영화를 괜히봐서.. 눈물을 감당할 수가 없다.  ","10"
"145","그녀가 익숙해져가는 그와 그가 낯설어져가는 그녀  ","10"
"146","너와 나의 다시 만난 세계  ","6"
"147","여자애가 했던 모든 행동이 후반부부터 이해가 되는 그래서 너무 슬픈 ㅠ 특히 산에서 옷을 잡았던 그 절박함이 윽  ","10"
"148","관람객정말 재밌었는데 사람이 많이 보지않아서 많이 아쉬웠어요..이번에 일본영화들이 많이 개봉했는데 모두 보는 관객이 없어서 이 작품말고도 보고싶은 작품들이 있었는데 정말 빨리 내려가서 다른 작품들을 볼수없어서 많이 아쉬웠습니다. 하지만 재밌게 관람했습니다  ","9"
"149","개띵작 영화 인생작 눈물샘 터졌다  ","10"
"150","영화를 잘 보지도 않는 편이고 보고 딱히 흥미도 못 느끼는 편입니다.하지만 이 영화를 보고나서  배우들의 뛰어난 연기 때문인지 아니면 느껴본 적도 없는 감정을 눈으로 마주해서 인지... 느껴본 적 없는 감정 다시 느끼고 싶어 4번이나 봤습니다 ..  ","10"
"151","작가의 상상력에 박수를 보내면서 남녀간에 기억상실의 아픔이 아니라방향이 다른 남녀의 운명.마치 개기일식 같은 운명을 행복하게 받아들여야하는 모습. 에미의 배려의 한번 더 반하고 간다.  ","10"
"152","일본에 있을 때 여자친구와 함께 봤었습니다. 정말 영화 후반부에 계속 펑펑 울었고 그뒤로 저의 인생영화로 남게 되었습니다.이번에 이렇게 한국에서 개봉했다고 하니 또 보러가야겠네요!  ","10"
"153","여운이 이토록 길줄이야. . .  너무 마음이 아프고 슬퍼요. 다시 또 봐야겠어요 스무살,  풋풋하고  예쁘고 아름답고 슬픈 영화.  ","10"
"154","관람객최근 본 일본영화중에서 가장 마음에 듭니다  ","9"
"155","영화에선 시간이 엇갈렸지만 현실에서도 이루어지는 타이밍이 엇갈린것과 같이 느꼈다 남녀가 연애를 하면 서로의 감정선이 엇갈리듯...서로의 소중함을 깨닫는 타이밍이 맞다면 얕게 자주 엇갈리면서 튼튼한 끈이 되겠지...엇갈림도 행복하다 마주치긴 했었으니까  ","10"
"156","처음으로 평점 달았고, 처음으로 같은 영화 두번봤습니다.처음에는 타카토시의 시점에서, 두번째는 에미의 시점에서 보게되네요.  ","10"
"157","진짜 최고의 영화를 오늘 만났습니다ㅠㅠ이렇게 평점 남기는 것도 처음이고 제 인생영화 등극입니다  ","10"
"158","관람객기분좋은 영화~~~~  ","10"
"159","관람객너무 밋밋하고 너무 잔잔하고. 딱 일본영화다. 그래도 배경인 교토 풍경은 좋았다.  ","5"
"160","저 엄청 감성파인데 눈물이안나와요...평점보고 일부러 시간내서 본건데 이게머야...첨엔 이해가 안가다가 뜬금없이 시간이 거꾸로 가는것도 웃기고 먼가 내용이 탄탄하지않음 ㅜㅜㅜㅜ멀말하는건지 모르겠음 ㅜㅜㅜ잠만잘다가요  ","1"
"161","관람객이 영화 평점, 실화인가요?! 개인적으로 어디서 울어야 할 타이밍인지...손수건 챙겨서 관람했다가 울음포인트를 제대로 캐치하지 못했어요ㅠ.ㅜ풍경이나 대사들이 감성이 풍부해져야 이해할 수 있는 내용인데 제가 몰입이 부족했는지...아쉽습니다...  ","5"
"162","평점에 완전속은 1인.어느 대목에서 울어야하는지 못찾는 1인남주 발연기에 몰입 안되었던 1인기대하고 가서 허탈히 나온 1인  ","1"
"163","관람객나만 공감 못하는겐가. . .  ","1"
"164","한사람은 내일이 기다려지는 설레임 한사람은 다신 올수 없는 내일 ..  ","10"
"165","제 눈물샘이 이토록 성능이 좋았었는지...이제야 알았습니다.  ","10"
"166","벌써 3번째 보는 영화이자 평점은 구경만 하던 절 처음으로 평점을 쓰게 만든 영화에요 ㅠㅠㅠ 이런 인생 영화가 또 있을까 합니다 ㅠㅠ  ","10"
"167","관람객꿀잼이요 굴잼 진짜  개꿀잼입니다  ","10"
"168","감정이입 전혀안됨. 감정이입하고 싶어도 자꾸 해석하게되서  눈물도 안남. 그나마 여주가 이쁨  ","4"
"169","여주이름이 에미다 남주는 영화내에서 에미만 100번을 외친다 정말 에미중독이다 나는 여주이름때문에 도저히 집중할수가없었다  ","3"
"170","관람객기대 했더니 별로.. 그렇지만 타임슬립이라는 소재를 신선하게 연출한 거 같다.  ","4"
"171","인생일본영화 너의이름은이랑 타이를 이룬다  ","10"
"172","관람객영화 너무 좋네요 마지막 엔딩곡 영상까지 좋았어요  ","10"
"173","왠만해선 평점 안쓰는데 이건 써야겠네요...정말 달달하기도하고 슬프기도하고 재미있기도하고 추천해주고싶습니다  ","10"
"174","인생 영화... 정말 이토록 슬픈 인트로가 있을까 싶다  ","10"
"175","진짜 너무 재밌음. 강추!! 영화관에서 오랜만에 펑펑 울었다. 너무 슬프고 아름다운 영화. 여운이 엄청 남음.... 아... ㅠㅠㅠㅠ  ","10"
"176","올해 베스트 입니다 최고최고  ","10"
"177","올해내가본 최고의 로맨스영화라고 감히 말하고싶다!  2번때보면 첫장면부터 눈물이 앞을 가린다~~~  ","10"
"178","영화내에 서로 다른 세계에 대한 시간개념에 대한 설명이 명확하게 나와있지 않았고 시간 흐름에 대한 짜임이 약간 허술하다고 느껴서 기대에 비해 매우 아쉬웠음  ","3"
"179","며칠째 헤어나오지를 못하고 있어요한번 더 봐야할꺼같음  ","10"
"180","개띵작... 또봐야함 이건;; 질질짰네 휴 ㅠㅠ  ","10"
"181","초반 중반에는 흐뭇하게 봤는데, 영화 후반부로 가니 눈물이 나오는 영화, 감동적이었어요  ","10"
"182","남자가 헤어지고 난 후 여자가 헤어지고 난 후를 그린 영화..  ","10"
"183"," 혼자보고 왔는데 눈물 진짜 꾹 참고 참고 보고왔어요. 근데 두번은 절대 못보겠어요. 시작하자마자 울것같아요..처음 장면 생각할수록 너무 슬프네요ㅠㅠ.  ","10"
"184","혼자 보다가 흐느꼈씁니다. 눈 충혈되서 눈가리고 도망쳤습니다...  ","10"
"185","너무나 잔잔한 영화다, 무엇보다 그 잔잔함을 쭉 잃지 않는다는 점이 마음에든다.  ","10"
"186","인생영화입니다. 올해를 넘어서 23년인생 최고의 영화였습니다.  ","10"
"187","다시 볼 땐 가슴저려 못 볼 것 같아요.올해 가장 심쿵한 영화인 것 같아요.  ","10"
"188","보는 내 자신도 사랑의 성숙함을 느끼게된 영화  ","10"
"189","집에서 두번봤지만 영화관에서 한 번 더 보러갑니다. 이번엔 친구들 데리고. 두번째 때 봤던것처럼 첫장면부터 울겠지 나는.  ","10"
"190","첨엔오글거렷는ㄷㅔ 뒤로갈수록 눈물...  ","9"
"191","이 계절에 정말 잘 어울리는 슬픈 러브 스토리.강추입니다. 다만 남주가 멋지게 나오지는 않음 ㅋ  ","9"
"192","관람객소름돋앗다; 진짜ㄹㅇ혼모노임  ","10"
"193","관람객여운이 깊은 영화 였습니다!!  ","10"
"194","관람객완전울었어요 슬퍼ㅜㅜ  ","10"
"195","우리누렁이랑 조조로 보러가서 너무 감명깊게 잘 보고왔습니다 커플 혼자 상관없이 추천합니다 누렁아 나중에 또보러가자^^*  ","10"
"196","슬픈영화이긴한데 개인적으로 울 정도는 아님.  그래도 확실히 슬픈 러브 스토리인건 확실함.  진짜 볼만하고 따뜻한 그런 러브 스토리.  ","10"
"197","관람객감동적이고 재미있는 영화였지만 좀 아쉬웠습니다  ","5"
