"","reviews","points"
"53","지루해서 졸렸어요. 초반부부터 너무 지루했고 얼토당토않는 스토리.그리고 김지원씨 나온다길래 기대하면서 봤는데 사극은 영...쌈마이웨이가 생각나는 연기톤. 오달수님만 재밌고.1,2편보다 별로였는데 다들 재밌다는 평이네요?  ","1"
"54","조선명탐정 1편, 2편에서 쌓인 기대감 때문인가.. 결국 잠이 들었네요.댓글알바에 속지마세요 조조영화 첫편이 9시 30분 시작인데 무슨 오전10시에 재밌게봤다고 댓글을 달아놨대..  ","1"
"55","배우들의 눈물은 영화가 망해서 나오는 눈물입니다.  ","1"
"56","1,2편 보다 재밌네요  ","10"
"57","시사회가서 봣는데 진짜 ㅈ금까지 시리즈중에 제일 괜찮았습니다 완전 재미있게 봤네염  ","9"
"58","평점 다 낚시네...ㄷㄷ  ","1"
"59","알바새끼들아 양심있냐? 이게 평점9점넘는게 말이되???  ","1"
"60","김명민 오달수는 1,2를 같이 해와서 너무 잘 맞고 재밌닼ㅋㅋ 시리즈 최고작인듯!!!  ","10"
"61","역시... 조선명탐정 시리즈중 이번이 가장 재밌네요... 아씨 초반에 진짜 계속 쳐웃다 마지막에 엉엉 ㅠㅠ 월령 김지원 진짜 예쁘고 연기도 잘하고 진짜 오랜만에 볼만한 한국영화 또 보고싶네  ","10"
"62","OOO 재미없네ㅅㅂ진짜 잠만 쳐자다나옴  ","1"
"63","천만요정 오달수 화이팅ㅋㅋㅋㅋ  ","10"
"64","관람객개봉 하자마자 보고왔어요. 1편은 안봤고 2편은 봤는데 이번꺼기 2편보다 재밌는거같아요. 가족들이랑 가볍게 보기 좋을듯  ","10"
"65","알바개많네요~1점주고싶은거 꾹참고 배우들봐서 3점줘요~ 시사회로 어제 보고왔는데 진짜 영화빨리 끝났으면 했어요 재미요소도있긴한데 쓸데없이 러브씬 넣고 진지한부분에서 갑자기 코믹으로 넘어가고 몰입에 방해되고 아무튼 핵노잼  ","3"
"66","평점 보고 와이프한테 재밋을꺼라며 큰소리 빵빵 치고 보러 갔다가 영화 끝난후제가 할말이 없어지더라고요..시리즈 다 챙겨 봤는데 저는 3편이 가장.. 그랬어요.명품배들이 아깝다는 생각과 김지원은 이뿌게 잘 나왔구나  이정도?  ","2"
"67","김지원 줌인 좀 그만하지... 화보집 찍는 것도 아니고...딱 5점  ","5"
"68","제목에서 &#34;탐정&#34;은 빼야할 듯  ","2"
"69","마지막 유작 오달수의 작품  ","2"
"70","처음평점씁니다ㅜㅜ평점댓글믿고갔는데정말ㅜㅜ처음으로댓글들의심해봅니다물론 성향차이가있지만....제가나이가많나봅니다....20대후반인디....너무유치해요참고하세요!!!!  ","1"
"71","이게 왜 이렇게 평점이높은지 모르겠어요..여자친구랑 시간내서 오랜만에 영화 본건데 시간이 너무 아까워서 나갈까?하고 고민너무 많이했어요 ㅠㅠ 1.2편이 더 재밌는거 같아요  ","1"
"72","불면증치료제다 평점알바가 진짜 있네 평점믿고 오 높다하고 봤는데 화가난다  ","1"
"73","시리즈를 거듭할수록 더 재밌어지는 거 같아요!! 완전 최고!!  ","10"
"74","전설의고향과 봉숭아학당을 섞은느낌 개그코드도 우치하고 씨지도 허접하다...  ","4"
"75","오달수가 캐리함.억지감동짜맞추기 에바에요..  ","4"
"76","스토리 개연성은 2부터 말아먹더니 이걸로 확인사살해버렸네  ","1"
"77","쌉존잘 김범가지고 뭐하니 진짜 개빡치네  ","1"
"78","이딴걸 만드는 제작진과 이딴걸 재밌다고 봐주는 관객들...큰일이다 정말  ","1"
"79","관람객1~2편은 비현실적이어도 수긍이갔는데 이번엔 너무 비현실적이네요 억지 웃음코드랑 실망입니다  ","6"
"80","별로 안 웃깁니다 ㅠ ㅠ 딴 영화 보세요  ","6"
"81","관람객간만이 실컷 웃고나왔네요ㅋㅋ  ","10"
"82","관람객진짜 기대를 저버리지 않는 시리즈! 엄마랑 보고 왔는데 너무 좋아하셨어요! 스트레스 팍팍 날리는 코미디 강추해요!  ","10"
"83","너무 재밌게 잘봤어요~~  ","10"
"84","관람객조선명탐정 역시 짱잼!!! 시리즈 중 이번이 제일 역대급이었다 ㅋㅋ  ","10"
"85","시리즈 중 역대급이다 ㅋㅋㅋㅋ 설연휴에 엄마아빠도 보여드려야징!  ","10"
"86","하..너무유치해요 ㅠㅠ  ","2"
"87","하...포인트로 봤는데 포인트 조차 아깝다....여자친구랑 보다가 중간에 그냥 맥주 마시러감...  ","2"
"88","1, 2편 안 봤고 3편은 시사회로 먼저 봤는데 김명민과 오달수의 케미가 정말 잘 어울렸음ㅋㅋ! 오랜만에 스크린 복귀한 이민기도 너무 좋았고ㅎㅎ 정말 한바탕 웃고 싶으면 이 영화를 추천하고 싶고 1, 2편도 궁금해짐  ","8"
"89","가족끼리 웃으며 재미있게 볼 수 있는 영화입니다!!  ","10"
"90","시리즈 사상 초고의 마무리 이자 사극영화 사상 최고의 오프닝 영화시작후 15분간 액션 스릴 장난없습니다  ","10"
"91","관람객김명민 오달수 환상케미는 여전했닼ㅋㅋ근데 김지원 넘나 이쁜 것...  ","10"
"92","관람객김명민 오달수 케미 역시 크으....오졌고요 김지원도 미모 연기 다 지려따 조조로 봐서 잠들줄 알았는데 완전 빵빵터짐! 킬링파트 몇 군데있음  ","10"
"93","관람객역시 실망시키지않는 조선명탐정 시리즈ㅠㅠ이번이 역대급인듯  ","10"
"94","달수형 실망이다. 케케묵은 연극계 치졸하고 더러운 관례들이 이번계기로 다 터져서 청산되길 바란다.  ","1"
"95","진짜 이런글 처음남겨봅니다.네이버 로그인하는것도 귀찮은데 그 귀찮은것까지 감수.이건 진짜 너무 심하다. 억지와 어거지를 섞어서 만든영화이런영화는 난생처음이다. 정말 온몸으로 표현하고싶다.울부짓고싶다. 너무재미없다고. 알바들진짜 심각하자  ","1"
"96","관람객졸린 눈 비비고 조조로 보고왔는데 웃느라고 잠 다 깼어요ㅋㅋ 이전 시리즈도 다 봤는데 이번 시리즈가 제일 재밌었습니다  ","10"
"97","기대되요 오늘 볼꺼에요  ","10"
"98","몇년간은 볼수 없는 맹락없는 허접 ㅆㄹㄱ영화. 평점 알바 동원 오진다. 감독을 바꿨어야...감독이 여주한테 사심 품지 않고서야 그런 쌍팔년도 씬들을 만들어내냐. 그냥 개인 뷰티화보를 찍지.. ㅉㅉ  ","1"
"99","관람객역시 조선 시리즈는 실망 안하네요 ㅋㅋㅋ넘  재밌음ㅋㅋ  ","10"
"100","진짜 회사에서 공짜로 보여주는거 아니였으면 절대안봄 진짜 개망한 영화임  ","1"
"101","관람객시리즈 중 최고! 완전 신남~ ㅋ  ","10"
"102","관람객역시 김명민 오달수 케미 개꿀잼ㅎㅎㅎㅎ시리즈  다 봤었는데 이번 것도  재밌었슴다 ㅎㅎㅎ  ","10"
"103","명탐정일 필요가 없는 영화결과적으로 추리가 없다편집도 산만하다 복선장치라고 하기엔 어지럽다전편들에 비해 각본이 형편없다특히 감정선, 연계성이 아주 터무니 없다어거지 백성타령 신파를 쑤셔박은 느낌실망이 높다나만 느낀것이 아닐것이라 생각한다.  ","2"
"104","진짜 내 9천원 돌리도 나쁜놈들아 어제 밤에보고나서 본게 너무 분해서 잠도못잤다. 진짜 2시간동안 이런 잣같은 스토리는 누가 쓴거냐 차라리 오달수 인중에있는 점만 2시간동안 보여주는게 진짜 훨씬 괘안았을끼다.  ","1"
"105","영등포 라이브톡 A열 왼쪽에서 봤습니다 김지원님 너무이쁘고 영화도 꿀잼임ㅋㅋ  ","10"
"106","명탐정 시리즈 중 단연 최고!!!  ","8"
"107","댓글알바들때문에 1점준다 분명1-2편보다 재밌는건 맞는데 추리영화가아니라 판타지영화를 만들어버렷다 1,2변보다 스토리 완전꽝이다 다키스크아워나 올더머니 같은 영화는 하루에 두세번밖에상영안하면서 죄다 한국영화만 스크린독점했다 진짜문제많은거다ㅡㅡ  ","1"
"108","오!알바들~ ~ㅋ ㅋ. . 시리즈중 제일  재미없어요~ ~  ","3"
"109","코미디로 밀거면 코미디로 밀던가. 그 놈의 신파.. 없던 암까지 생겼다  ","2"
"110","관람객시리즈 중 최고였음 ㅋㅋㅋㅋ 레전드작 ㅋㅋㅋ  ","10"
"111","집에서 푹~~ 잠자고 나와서 또 잠들게 만들어버리는 신기한 영화  ","1"
"112","이게 평점 9이상이라는 점이 정말 이해가 가질 않는다.시사회에서 영화보다가 잠든 적은 처음이다 오달수 웃긴 거 사실이고 김지원 예쁜 거 사실이다 하지만 그게 전부다 유치해서 고개를 숙이게 되고 졸려서 고개를 숙이게 되는 영화다.  ","1"
"113","알바때문에 1점 줍니다. 이 영화는 평점 5점이 제일 적당. 추리물이 아니라 동양판 트와일라잇임 ㅋㅋㅋ 그런 장르 좋아하면 보시구, 저처럼 추리물 기대는 분들은 절대 보지 마시길... 시간 돈 다 아까운 영화였음 쒸익쒸익...  ","1"
"114","스토리는 나름 괜찮았지만 억지웃음유발하려는 씬이 많아서 좀 부담스러웠음. 웃음코드는 좀 유치하다. 또 트와일 연출이랑 흡사한게 살짝 보임. 여러모로 아쉬운 면이 많음. 그냥 킬링타임용 정도. 기억나는건 김지원은 예쁘고 천만요정은 역시나 하드캐리다ㅋㅋㅋ  ","5"
"115","...? 저만 이번편 별로였나요...?  ","4"
"116","여기가 성추행 파문나자 미국가서 행불된 ㅇxx님 나오는 그 곳 맞나요~?  ","1"
"117","조선명탐정 팬인데....왜이렇게된거죠? 뱀파이어에 좀비.. 억지그래픽에 스토리도 이전처럼 짜임새도 없었고 마지막 억지감동코드에 내손발이 다 오글.. 사극판타지가 이런판타지는 아니잖아요, 네?  ","2"
"118","저가 1,2편을안봐서그런지몰라도 진짜 재미없었습니다 몰입도안되고 쓸데없이 김지원풀샷만잡고ㅠㅠ  ","4"
"119","평점... 실화냐 ....?  ","2"
"120","진짜 실화냐 댓글알바? 역겹다 미친  ","2"
"121","실망이 큽니다. 1,2편을 안본 저로썬 어떻게 3편까지 나왔지란 의구심이 듬  ","5"
"122","딱 1,2편 수준입니다 기존시리즈 재밌게보셨던분들은 재밌게보시고 별로셨던분들에겐 그대로 별로에요 저는 개인적으로 별로....  ","5"
"123","평점 믿을게 못되네 에휴  ","1"
"124","잘까.... 나갈까....  ","1"
"125","웃기고 잼있습니다!! ㅁ가족들이랑 잼있게 볼 수 있는 영화  ","10"
"126","성추행범 오달수님이셨군요.. 후회스럽네요  ","1"
"127","끝까지 영화보고 온 나에게 박수를..!!  ","2"
"128","정말 수준 낮은 영화. 지나치게 질 낮은 스토리  ","1"
"129","아 나만 이상하게 생각한게 아니었구나... 하 ㅋㅋㅋ진짜 자괴감 오지게 들뻔했네.  ","1"
"130","철지난개그의 향연, 뭔가 많이 아쉽다.  ","1"
"131","오달수 싫어 ㅡ.ㅡ 안봐  ","1"
"132","진짜 댓글 알바란 직업이 있나보군요...  ","1"
"133","재미없어요....엄마아빠가 진심으로 화냈어요 돈 아깝다고....ㅠㅠㅠ  ","1"
"134","제작자 측에서 영화 손익분기점만 넘기려고 안달복달 오달수 덮어주려고 하는데 절대 안되지 ^_^ 성범죄자가 기어나온 영화 보지마세요ㅋ 사건 터지기 전에 본건데 어짜피 재미 ㅈ도 없음.  ","1"
"135","돈 환불 받고싶다 진심..  ","1"
"136","정말 별로 에요 ㅠㅠ cg도 어색하고, 개그요소 떄문에 웃기보다는 어이없어서 웃고, 끝으로 갈수록 재미없고 지루해집니다  ","1"
"137","분명 내가볼땐 최악의 영화였고 억지유머 구겨넣고 웃기려고 만든장면보면서 진짜 실소하나 없이 정색하면서 봤는데 댓글보구 아 그래도 재밌게 본사람도 있구나했는데 다시 생각해보니까 극장에서 웃은사람 거의없었다..알바 장난아니다 내가 보고도 속아넘어갈뻔..  ","1"
"138","오늘 봤습니다. 한마디로  TV 드라마보다 못한영화.  ","1"
"139","돈주고보긴아깝고 티비에서하는거보면 괜찮을듯 영화관에서 자다옴ㅋ  ","2"
"140","아나..평점에 속아 여친 꼬셔서 블랙펜서 대신 이걸로 봤더니만ㅡㅡ 노잼.. 결국 싸움.. 연휴 첫날부터 고맙다 새키들아  ","1"
"141","저 처음으로 영화댓글써보는데 진짜 개노잼이에요. 친구가 멤버쉽해줘서 오천원에 봤으니 망정이지 돈 다주고 봤으면 땅을 치고 후회했을듯 얼마나 노잼이냐면 보다가 어이가 없어요 너무 유치하고 영화가 한 이틀만에 만들어진수준  ","1"
"142","최악 그 자체로 절대 보지마세요  ","1"
"143","1편이 가장 재미있었고 2편 3편은 그닦오늘 시리즈 사상 첨으로 평 보고 극장가서 봤는데재미는 있었으나 가 아니라 두배우의 케미는 여전히 최고였음 다소 아쉬운 스토리 그리고 결말  ","1"
"144","웃긴거랑 재미있는거랑은 다르지그냥 코믹인데 쓸데없이 후반부에 감동 쳐넣은 똥영화다제발 탐정영화였으면  이런 말도안되는 범인을 쳐넣을 생각을 했으면 안되지터미네이터 잡으러가는 경찰들이냐 훈련받은 활잡이 칼잡이들이 뭐 손을못써 이럴거면 탐정은 왜있냐  ","1"
"145","리얼을 염력으로 들어서 흡혈괴마를 만들었다.  ","1"
"146","관람객이번 시리즈도 기대 많이 했는데 재밌네요!!!  ","10"
"147","성추행범=흡혈괴마!  ","2"
"148","연희 패거리 성범죄 좀 명탐정께서 조사해주세요  ","1"
"149","ㅇㄷㅅ ㅉㅉ화가난다 휴우우  ","2"
"150","오달수가 이렇게 가는구나...  ","2"
"151","오달수 더럽네요..(생략)  ","1"
"152","오달수 정말 개인적으로 좋아하는 배우였는데 참 실망이다... 영화도 노잼  ","1"
"153","장르가 너무 코메디.그것도 연기나 에피소드로 웃기는게 어니라 상스런 &#39;미친년&#39; 등의 언어로만 웃기려하는 내용없는 3류 코메디. (사실 여배우 연기가 최고 3류)이 씨리즈물의 팬으로서 4편이 나온다면 보긴하겠지만 4편도 이러면 그 다음은 없을 듯.  ","2"
"154","진짜 ㅋㅋ 1나왔을때부터 완전팬이라 1,2전부다 결제해서 소장하고있는데  3보닌깐 무슨 갑자기 판타지화되서 진짜 오지게 시간아까웠다  ","1"
"155","명탐정이 하는일이 하나없냐...  ","1"
"156","관람객재미가없어요 오달수가살렸어요  ","2"
"157","나도 리얼, 염력도 다 피해갔는데....제길... 제기랄..!!!ㅠㅠ  ","1"
"158","스토리 재미 긴장감이 탄탄하네요 즐거웠습니다^^  ","10"
"159","cg가 너무 단순하고 유치해요...별로 재미없게 봤습니당...ㅎ  ","2"
"160","알바들이 다 여기서 일하는구나  ","1"
"161","초등학생 5학년 수준 ㅋㅋ  ","1"
"162","차라리 돌을 두시간동안 보는게 재미있을듯  ","2"
"163","와... 왠만해선 귀찮아서 평점 안남기는데 이건 너무하잖아. 1편 2편보고 기대하고 봤는데... 연출도 별로고 상황도 억지가 많고 그냥 억지로 읏기려거만 하고 17년 포함해서 최악의 영화임. 간만에 본 영화가 이런 수준이라 참 실망이 너무너무 크다.  ","1"
"164","진짜 이런각본받고도 연기해야하는 배우들이 존경스럽다..  ","1"
"165","시사회 갔었는데요. 평점 안쓰려했는데 쓸 수 밖에 없네요. 무슨 평점이.. 내용 허술하고 결말은...네, 할 말이 없습니다. 그냥 노잼이에요 여러분의 멘탈을 위해 보시는걸 비추천해드립니다.  ","2"
"166","영화관에서 ㅋㅋㅋ 박수치면서 웃기는 처음이였다 진짜 ㅋㅋㅋㅋ  ","10"
"167","관람객너어어어무 재밌는데요 ^^ 강추 입니다 김명민 오달수 김지원 연기 잘하고 웃기네요  ","10"
"168","이게 성범죄자 나온다는 그영화인가요 ㅋ  ","1"
"169","오달수씨 때문에 평점 마이너스 못주는게 아쉬울뿐  ","1"
"170","성추행배우영화 맞습니까 이거  ","1"
"171","평점에 낚인영화. 너무했다  ","2"
"172","영화 보는 내내 이 영화를 비판하고 비난하기 위한 온갖 수식어를 생각하다가 결국 지쳐버렸다. 장면의 개연성, 인물간 관계의 일관성, 내용전개의 타당성. 영화로써 갖추어야할 어떠한 요소도 갖추지 못한 &#34;동영상&#34;이다. 난잡하고, 과하고, 억지스럽다.  ","1"
"173","이젠 그냥 대놓고 판타지  ","4"
"174","산을 향해가는 스토리와 옛 전설의고향보다 못한 연출. 간간히 피식하긴했지만 웃겨야한다는 강박관념에 사로잡힌 개그. 영화끝나고 영화평을 보니 알바라고 확신할수밖에없는 평점들.  ","3"
"175","댓글 처음답니다. 영화보고 나왔는데 화가 머리 끝까지 나네요. 애드리브인지 드립인지 때문에 영화에 몰입 안되고 스토리는 중구난방에.. 이게 뭡니까? 시간과 돈이 너무 아까운 영화네요.이 영화때문에 금요일 기분 다 망쳤습니다  ","1"
"176","오달수때문이라도 이영화 평점은 최악.성범죄자 스크린 브라운관에서 out  ","2"
"177","아니, 성폭행범 나오는 영화잖아jQuery22406856219300160633_1519649316748  ","1"
"178","3탄에 이르러 결국 브랜드 자체를 망가뜨려버린 망작  발전된 점이라곤 찾아 볼 수 없이 마냥 하향세 이대로 끝내자  ","3"
"179","와 진짜 이거 볼돈으로 차라리 유니세프에 기부하는게 나을듯;;  ","1"
"180","명절의 특수를 노리고 선한 사람들의 재물을 탐하는 흡혈괴마 제작진....  ","1"
"181","전설의고향....CG?  ","1"
"182","어릴때 보던 파워레인저가 생각났습니다.  ","2"
"183","볼만은한데 조선명탐정 시리즈중에 제일별로였음  ","6"
"184","여배우 김지원씨가  회식에  빠지는 이유가 있었네.. 얼굴도 더러운 오달수 행동도 더럽구나, 그렇게 살지 말자. 나중에 니가 여자로 태어나 똑같이 남자한테 성추행. 성폭행 당하길...  ","1"
"185","오달수 성추행혐의때문에 배우생활의 마지막작품이 되겠네.  ","1"
"186","오  달  수....10자  ","1"
"187","오달수야 입장 발표하자 앞으로 니가 나온 영화 안본다  ","2"
"188","성추행배우맞나요? 믿고걸러야지  ","2"
"189","할말이많지만 하지않겠다  ","1"
"190","믿고 거르는 배우님이 계시네 ㅎㅎ 물론 이 시리즈 다 안봄.. 이거 막 안내리나요ㅡ 양심도 없구만..  ","1"
"191","숨지말고 말좀 해보자 ㅋㅋㅋ  ","1"
"192","조선명성폭행범 : 오달수의 비밀  ","10"
"193","1편 2편은 그래도 추리하는 척이라도 했지. 이번편은 아무 내용도 없고 개연성도 없고, 난 추리해서 가짜 흡혈귀 정체 밝히는 그런 내용 기대하고 갔는데 진짜 흡혈귀가 나오는건 또 뭐임? 차라리 &#34;이민기의 복수활극&#34; 이렇게 광고를 해라  ","1"
"194","알바들/의도적으로 좋은평써주는 전문가들.. 양심은 있냐? 이걸 영화라고 부를수는 있는거야?알바들은 그런다고쳐. 영화로 밥먹고 사는 사람들은 정도 라는게 있지 않나? 음식평론가였으면 똥도 괜찮은 음식이라고 쓰겠네?생각할수록 화가나서 리뷰 다시 썼다.  ","1"
"195","진심으로 1편 2편 재밌게본사람인데 너무 실망했습니다염력하고 리얼도 피했는데 이걸 못피했네  ","1"
"196","알바들 정말 도레미치겠네 리얼보다 17배는 재미없어요 하하 진심입니다  ","1"
"197","영화가 왜 이렇게 조잡하게 만들어졌지. 조선명탐정 시리즈 다 봤는데 감흥없던 적은 이번이 처음  ","2"
"198","너무너무너무너무 재미없어요  ","2"
"199","딱밤맞기식 개그1급개그물 웃기지도않은썸=3류개그  ","2"
"200","기대하고 봤는데, 1편보다,별로 였어요ㅜ지루한감이 있었습니다, 아쉽습니다ㅜ  ","5"
"201","이 재미없는 시리즈를 계속하는 이유는 무엇인가  ","1"
"202","이딴거 볼빠에 명탐정 코난을 볼껄  ㅡㅡ  코난이 훨씬 꿀잼이다 ㅡㅡ  ","1"
"203","장르좀 보고 시나리오 써라.. 이건 환타지물이 아니라 코믹 추리 물이다.  ","1"
"204","똥중의 똥..내용도 없고 그냥 여기저기 스토리 주워다 짜깁기한 영화! 러닝타임은 왜이리 긴지..시리즈중 최악  ","2"
"205","푹자서 개운하네요! 감사~^^  ","1"
"206","1~2편은 완전팬인데 3편은 너무 허무맹랑해서 어의가없더라고요.솔직히 흡혈귀는 아니지않나요.  ","2"
"207","100점만점에 0.5점 주고싶지만 1점을 줘야되는게 안타깝습니다...돈아까워..  ","1"
"208","영화가 너무 가벼움 딱 그정도 영화였다  ","1"
"209","존... 비... 이영화는 존재하지 아니었어야한다  ","1"
"210","그냥 재미도 스토리도 황당한 영화  ","1"
"211","개그소재는 많은데 연출이 서툴러서 몰입도 떨어지고 짜증날 정도로 안 웃김. 그냥 러닝타임 내내 김지원 예쁘네 이 생각뿐이었음. 김명민 작품운과 이 시리즈의 운명도 여기까진가 보다.  ","1"
"212","그저 그랬던..어수선한 느낌...  ","6"
"213","억지스럽게 쥐어짜내야하는 웃음포인트가 최선이었는지 반성해야함ㅡㅡ  ","4"
"214","친구들이랑 보다가 재미없어서 잤네요 솔직히 진짜 개노잼  ","1"
"215","1.2편은현실성도있고  추리보는게 괜찮았는데 3편부터는 판타지로 빠짐 실망했네요  ","4"
"216","여주 괴리감 때문에 집중안돼는데 이게 재밌나?  ","6"
"217","유치하고 스토리 전개 최악...왜 평점 높은지 모르겠어요ㅠㅠ  ","1"
"218","제발 보지마세요 여러분.. 제가 7광구도 나쁘지 않게 봤을 정도로 영화 볼 때 재미를 느끼는 역치가 낮은데 이건 보다가 도중에 개빡쳐서 팝콘 집어던지고 나올뻔했음... 진짜 사람 짜증나게 하는 영화는 이게 처음임...  ","1"
