"","reviews","points"
"49","개봉 당시 봤을때는 소년의 성장기인줄 알았는데 다시보니 우리 아버지들의 얘기였어요ㅠ  ","10"
"50","마지막 장면에 &#34;가족이 왔다고 전해달랍니다.&#34;라는 말을 들은 주인공의 묘한 미소에서... 완전 쩔었다.  ","10"
"51","빌리의 열정, 그보다 더 감동적인 것은 아버지의 사랑. 그리고 마크 볼란의 음악!  ","9"
"52","즐겁고 감동적인 영화  ","10"
"53","아. 열차타기 전에 발레하다왓구나.  ","10"
"54","매 순간 집중이 되는 신비로운 영화다. 정말 재미있다.  ","10"
"55","내 인생 최고의 영화. 극장에서만 3번 봤던..  ","10"
"56","관람객재상영을 또 한다면 할 때마다 보러올 감동스런 작품  ","10"
"57","누군가의 성공을 위해 내 모든것을 포기하는건 사랑이 없다면 할 수 없는일 같다  ","10"
"58","관람객간만에 제대로 몰입하면서 본 영화.심하게 반대하던 아버지가 아들의 재능을발견하고 마지막에 울컥하던 모습이잊혀지지 않을것 같다  ","10"
"59","이영화는 아름다운영화 일반적인드라마 장르지만 몰입하여 보았고 광부인 아버지와 가족에 헌신과 희생이 없었다면 빌리는....꿈을이루기어려웠지않았나생각합니다 근래에본영화중 빼어난수작이라생각됩니다  ","9"
"60","관람객솔직히 빌리엘리어트 제 인생영화라 좀뭐냐 오도방정일수도 잇지만 진짜 짱이구요 진짜 감동적이고 웃기고 그 시대의 사상?도 생각하게 되고 여러 사람들이 나오고 암튼 짱입니다. 뭔가 영화를 보고싶다!할때 꼭 보세요 꼭  ","10"
"61","1985년경 대처 수상에 대항하여 파업하던 영국 덜햄지방탄광촌을 배경으로 한 소년이 로얄발레학교에 입학하여 발레리노로 성장하는 과정을 그린 영화. 파업 탄광이라는 사회적 배경과 그속에서의 소년과 아버지 삶을 잘 그려낸 듯...사회적 배경과 개인의 삶  ","10"
"62","빌리의 상황은 인생 속에서 누구나 한번쯤 겪었을 것 단지 그것을 계속 해나가느냐 아니면 외부요인(사람 혹은 환경)에 의해 멈추느냐 . 멈추면 내안에 후회와 자괴의 씨앗이 자라 결국은 터질때가 온다 그것은 계속 나를 따라다니며 괴롭힌다. 왜 멈추었느냐고  ","10"
"63","진짜 잔잔한 감동에 평점에 순응하게 되고 이렇게 계속 생각나고 가슴에 남는 명작은 이영화가 최고임... 따로 구입해서 개인소장까지 하고있음ㅎㅎ... 으으 진심 스토리 짜임새도 좋고 캐스팅도 잘했고 ㅇ   ㅡㅇ  ","10"
"64","아버지가 빌리의 재능을 알아보고 탄광으로 다시 돌아갈때 막아서는 형을 끌어안고 주저앉아 오열하는데 너무 슬픔... 그리고 합격소식을 듣고 언덕을 전력질주해서 날아갈듯 뛰어갈때는 나도 보다가 같이 날아가는줄 ㅎㅎ슬픔과 감동 소소한 즐거움들이 너무좋다  ","10"
"65","와우! 땅속으로 들어간 아버지의 희생이 소년을 한마리의 백조로 부화시켰네요.  ","10"
"66","관람객많은 것이 담겨있는 영화  ","10"
"67","아버지 앞에서 춤출 때 눈물...  ","10"
"68","춤을 출 때 새처럼 나는 것 같다더니정말로 백조가 되어 날았구나  ","10"
"69","극과 극의 대조가 드라마틱한 영화. 가슴시리도록 뭉클함  ","10"
"70","마지막에 소름 돋는다.  ","10"
"71","관람객가난하지만  끈끈한 가족애에 계속 눈물이 났어요엄마없는 빌리의 소질을 발견해서 키워주는 데비엄마의꿋꿋한 인간애도 감동이었습니다  ","10"
"72","보면 볼수록 빌리보다 빌리 아버지에게 마음이 가는 영화이다. 자라면서 누구나 한번은 경험했을 법한 상황상황과 정감있는 장면장면... 모든 것이 최고인 작품이다.  ","9"
"73","관람객신념을 스스로 꺾은 부성애  ","10"
"74","관람객정말 감동적인 영화. 좋네요.  ","10"
"75","깔게 없다. 최고다. 빌리를 응원하고 같이 기뻐하고 슬퍼하게 되는 영화. 그러나 큰 빌리의 역할은 작다. 마이크는 한결같아서 좋다. 크크킄크  ","10"
"76","마지막 점프 ㅠㅠ  ","10"
"77","최강 감동영화! ㅠㅜ 울어버렸어요...  ","10"
"78","관람객말이 필요없는 명작. 영화관에서 보니 그 감동이 몇 배 더.  ","10"
"79","한없이 벅차오르는 영화  ","10"
"80","진짜 다른분들 말씀처럼 10점 이상인 영화네요 .. 우연히 봤다가 제대로 감동받았습니다.  ","10"
"81","관람객사랑스런 빌리와 그런 빌리가 날 수 있게 희생한 가족들. 희생과 고통이 따르는 인생. 그러기에 아름답고 숭고하다. 행복한 영화.  ","10"
"82","아름다운 영화져.. 언제 봐도 재미있어요  ","10"
"83","관람객감동적입니다. 재미있어요!!  ","10"
"84","관람객왜 이리 완소 영화라고 하는 사람이 많은디 다시금 깨닫는 시간이었어요 온갖 감정선을 다 건드리면서도 따뜻하게 웃으며 나올수 있는 사랑스러운 영화입니다  ","9"
"85","관람객아버지 앞에서 춤을 추는 장면이 너무 감동적이었어요  ","9"
"86","10년 전 영화지만 요즘의 현실과 전혀 다를게 없다는게 슬펐달까... 쥐어짜는 눈물이 아니라서 더 가슴에 와닿았다. 아버지는 아내의 유품까지 팔고 겨우 오디션을 보게 하는데, 이와중에 하기싫어지면 그냥 나와도 되냐는 철없는 빌리 보면 웃음이 나오고:)  ","10"
"87","관람객이번에 볼 때는 빌리를 위해 파업을 포기하고 탄광으로 돌아갈려고 하는 빌리 아버지의 모습이 가장 기억에 남는다 그리고 마지막 장면인 발레 무대공연에서 날아오르는 빌리의 모습은 언제나 봐도 벅찬다  ","10"
"88","재개봉 할꺼면 극장 좀 많이 잡아 주세요.  ","10"
"89","눈물나  ","10"
"90","관람객최고예요 정말 좋아요 늘 좋아요  ","10"
"91","&#39;아버지&#39;와 &#39;형&#39;이란 날개를 달고 날아오르는 백조.  ","8"
"92","관람객10점이 아깝지 않네요.  ","10"
"93","관람객순수한 열정의 드라마, 따뜻한 가족 드라마  ","10"
"94","관람객마지막장면만으로도 충분히 인생영화  ","10"
"95","관람객최고의 라스트신. 눈물이 흘렀다.  ","10"
"96","관람객다채로운 이야기가 모두 멋졌다. 영화관 가서 큰 화면으로, 큰 소리로 본 게 정말 다행이다. 힘들게 영화관 찾아간 보람이 있었다  ","10"
"97","감동적이고 주인공들 연기력 짱!  ","10"
"98","국어 시간에 선생님이 틀어주신 영화여서 본 것이였는데, 생각보다 감동이 많고, 깨달음도 많았다. 말 그대로 아주 괜찮았다.  ","10"
"99","빌리엘리어트 완전 멋진영화 진짜 사랑해용!!  ","10"
"100","김종인 때문에 빌리 엘리어트를 보고 제이미 벨의 팬이되다...  ","10"
"101","보면서 수도없이 울었던영화  ","10"
"102","한 소년의 성장이야기도 좋지만 가족애,부성애가 더 가슴깊이 느껴진다 아버지와 형은 거칠지만 진심으로 빌리를 사랑하는 마음이 느껴졌다 가부장적으로만 보이던 아빠가 빌리를 위해 일터로 돌아갈때의 장면은 너무나 뭉클했다  ","9"
"103","안좋은 점을 찾아 볼 수 가 없음 최고 음악 구성 시대 유머... 빠지는게 없구만...  ","10"
"104","관람객오랫동안 기억될 명작. 옛날 영화라 촌스롭고 재미없는게 아니라. 현 시점에 봐도 매우 재밌고. 오랜시간 사람들에게 높은 평을 받는 이유를 알수 있는 영화. 추천합니다  ","9"
"105","관람객빌리 엘리어트 감동적인 영화  ","10"
"106","관람객정말 소름돋고 알면 알수록 대단한영화  ","10"
"107","영화는 이렇게 만드는거야 한국인 감독들아 ㅋㅋㅋㅋ 맨날 허구헌날 나라를 위해 일하시는 검사,경찰좀 그만 들먹여  ","10"
"108","꼭보세요 두번보세요 세번보세요  ","10"
"109","관람객잔잔한 감동이 있었어요 잘봤어요  ","10"
"110","관람객다시봐도 넘나넘나 굿굿 ㅜㅜ  ","10"
"111","관람객최고의 영화 꼭 보세요 강추해요  ","10"
"112","관람객가난과 불행 속에서도 인간의 재능과 가능성을 보게 해준 영화. 빌리의 따뜻함이 오래 기억날 것 같아요.  ","10"
"113","2017년에 다시 봐도 좋은  한번은 꼭 보라고 하고 싶은 영화  ","10"
"114","관람객역시 내 인생영화 :) 빌리의 춤사위에 잊었던 나의 열정을 발견했습니다.  ","10"
"115","관람객여기저기 사랑이 묻어나 더 아팠다  ","9"
"116","관람객꼭 아들하고 또 봐야겠다~~~  ","10"
"117","관람객빌리야! 너무 멋있다 너..!  ","10"
"118","관람객저의 인생영화입니다..최고에요.  ","10"
"119","&#34;그 아이는 천재일지도 몰라!&#34; 라고 말하는 장면이 젤 인상깊었다  ","10"
"120","관람객눈물 펑펑 인생영화를 10년만에 다시 스크린에서 보다니 엄청 감동  ","10"
"121","관람객10년전 봤던 감동이 다시금  새록새록  ","10"
"122","관람객빌리 너무 좋아요♡ 내용도 영상도 굿!!  ","9"
"123","관람객보는 내내 재미있었고 나중에 나올 뮤지컬이 기대됩니다~  ","10"
"124","관람객모든 게 너무나 좋았던.  ","10"
"125","관람객청소년들이 꼭 봐야할 일생일대의 영화!! 아주 강렬하다~ 강추  ","10"
"126","관람객마음따듯해지는영화에요  ","10"
"127","관람객기대했던것 이상으로 감동이였던 영화였어요 꼬마 빌리, 꿈을 향해 무한히 질주하는 맑은 영혼의 모습을 보며 오랜만에 가슴이 뛰었어요 !참 예쁜 천재 청년의 성장기 , 너무 좋았습니다 !!  ","9"
"128","빌리 와 마이클 그 착한 마음이 너무 예쁘다  ","10"
"129","아스팔트 틈새로 기어코 만개한 꽃  ","10"
"130","관람객갓갓갓 인생영화입니다 정말 최고  ","10"
"131","2000년 23살  청년의 때에 보고 2017년 40살 아버지로써 다시 보다.  ","10"
"132","빌리가 꿈을 찾아가는 측면보다도 영화 속 사람들과의 관계가 더욱 인상깊게 다가오는 영화. 아버지와의 관계, 형과의 관계, 선생님, 게이 친구, 그리고 여자 친구까지. 가슴뭉클하고 짠한 영화.  ","9"
"133","정말 최고중의 최고라고 생각한다  ","10"
"134","관람객너무 재밌게 봤습니다 최고의 영화 ㅠㅠ  ","10"
"135","제이미벨 연기, 춤, 외모 미쳤다..  ","10"
"136","가슴 뭉클한 아버지의 사랑  ","10"
"137","너무너무너무 좋았다.♡  ","10"
"138","아빠멋있다 형두 ㅠㅠ마지막 장면 멋있다  ","10"
"139","이영화 보고 아버지 생각나서 펑펑울었다  ","10"
"140","몇번을 보아도 감동과 여운이 좋아요  ","10"
"141","소년의 꿈과 아버지와 형의 가족애 모두의 마음이 하나로 이어지는 이해 에 감동이네요  ","10"
"142","생각보다 많은 사회의 문제들을 담아놓은 영화  ","10"
"143","너무나 벅차고 멋진 영화다..  ","10"
"144","최고의 영화...백조의 호수가 흐르고, 라스트씬에 이르러 감동이 폭발한다.  ","10"
"145","최고였다. 다른 엄청난 수식으로 치장하고 싶은데 최고라는 말 밖에 생각이 안 난다.  ","10"
"146","무엇보다 연출력이 너무좋았다 볼수록 빠져들게되는 흡인력  ","10"
"147","마지막 무대 정말 소름 돋더만 파업속에 핀꽂이라 할까  ","9"
"148","명작..아름다웠습니다. 제 아래에 있는 분은 대체 왜 본인이 상영시간에 늦어놓고 보지도 못한  이 작품에 5점을 주신거죠?  ","10"
"149","관람객과연 이보다 더한 성장영화가 어디에 있을까주인공의 성장만이 아닌 가족의 성장 국가의 성장이 둘러 쌓여있다 고민하고본 영화 고민 했다는 자체가 창피한 영화 힘이들때면 꼭 볼꺼인 영화  ","9"
"150","빌리는 많은걸 수용하던 아이.  ","10"
"151","무슨 말이 더 필요있을까. 인생영화. 10번을 넘게봐도 눈물짓게 하는 영화.  ","10"
"152","이런게  정말 좋은 영화지!  조용하고 강렬한 최고의 엔딩!!  ","10"
"153","진짜 명작 중의 명작 영화보면서 잘안울던 나도 울컥하게 만들었다. 재개봉해서 감사합니다 이런 영화를 극장에서 보다니ㅠㅠㅠ  ","10"
"154","희생위에 피어난 꽃이 참 값지다.  ","9"
"155","재개봉해서 영화관서 봤어요 이건 정말 영화관에서 봐야해요 10점도 부족합니다  ","10"
"156","너무 감동이에요.ㅠㅠ  ","10"
"157","사랑스러운 영화 꼭 보세요  ","10"
"158","아름답다!!! 또보고싶다  ","9"
"159","와..진짜 명작입니다. 눈물이났네요.  ","10"
"160","음악이랑 영상이 굉장히 잘 어울려져 있네요. 백조의 호수가 이렇게 긴장과 고조감을 느끼게 할 줄은 몰랐어요.  ","10"
"161","아들을 위해 망가진 아비의 날개는 아름다운 법  ","9"
"162","굿  ","10"
"163","최고의 영화  ","10"
"164","여운이 많이 남네요...  ","10"
"165","감동적이고 여운이 남는다 ㅠㅠ  ","10"
"166","너무좋아요  ","10"
"167","최고  ","10"
"168","어릴때 ebs에서 보고 지금까지 보고또봐도 좋은영화.  ","10"
"169","최고  ","10"
"170","조타  ","10"
"171","꿈의 대한 열정을 생각해보게 하는 영화.. 보면 볼수록 더욱 감동적인 영화  ","10"
"172","영화중에 영화 이만한 영화가 이만한 영화 없에 없다.예보편을 보면서 기억이 새록새록하하게 하네요 언제 한번 다시 밨으면  ","10"
"173","재밌음  ","10"
"174","이제 봤는데 넘 재밌음  ","10"
"175","정말 최고의 영화...  ","10"
"176","정말 꿈과 재능에 대해 생각할수있도록 해주는 영화.  ","10"
"177","볼때마다 감동  ","10"
"178","정말 감동적이에요.  ","10"
"179","저런 아버지가 되어야지..  ","10"
"180","대박이다  ","10"
"181","처음본순간 충격, 평생 잊혀지지 않는 영화.  ","10"
"182","한줄평을 쓰며 별점을 고민하는게 아닌, 10점을 주기 위해 쓰는 한줄평은 오랜만이다.  ","10"
"183","소년의 도약에는 아버지의 희생이  ","9"
"184","별점이 왜 이렇게 높을까 싶었는데 보고나니 이해가 됐다  ","10"
"185","라스트신에서 아버지가 울컥울컥 하는 모습..  ","10"
"186","내 인생과 엄마의 인생을 봤다. 그래서 울었다. 어쨋든 하고 싶고, 해주고 싶은 거다.  ","10"
"187","훌륭한 아이의 성장물 아니 가족의 성장물 아니 사회의 성장물  ","10"
"188","그냥 명작....ㅠㅜㅠㅠ  ","10"
"189","제인생최고의영화입니다.  ","10"
"190","주변의 편견에도 불구하고 소신을 지키는 11살의 빌리와 거칠고 고지식해도 빌리의 소망을 위해 모든 것을 내주는 가족의 이야기. 빌리를 아끼는 주변의 도움과 따스한 시선이 훈훈한 드라마다. 빌리가 춤출 때마다 어찌나 울컥하던지..  ","10"
"191","10점 만점에 10점... !!! 최고의 명작입니다  . 빌리가 발레를 하게 되는 것과 함께 아버지와 형의 파업시위 장면들이 나오며 정말 가볍게 볼수없는 영화였어요 ... 많은 공감이 되고  빌리의 당돌한 캐릭터도 인상깊었습니다  ","10"
"192","magnificent!  ","10"
"193","관람객처음 개봉했을때도 혼자가서 감동깊게 봤던 영화였는데, 이제 시간이 흘러 딸과 같이 보았어요.  다시 봤는데도 감동이네요.  ","10"
"194","관람객이런 명작을 이제서야 봤다니... 아버지가 빌리를 위해 결심했을 때 울컥했어요  ","10"
"195","엄마와 설날에 함께 본 영화...뭉클  ","9"
"196","관람객볼때마다 감동뮤지컬과는 다른 재미  ","10"
"197","이 영화를 알게해준 중학교시절 국어선생님에게 감사하다  ","10"
"198","관람객내옆에 그녀가 울었어요!  ","9"
"199","말이필요없지요..아직 보지 못하셨다면..꼭 ...보세요  ","10"
"200","한번 사회를 뛰어넘어 날아올라봐!  ","7"
"201","관람객감동적이었습니다습니다 기대이상  ","10"
"202","관람객역시 최고의 영화!!최고의 감동  ","10"
"203","최고다....인생 영화인 이유가 있었구나..  ","10"
"204","관람객오래전 영화가 지금 봐도 변함없는 감동을 전해주내요  ","9"
"205","관람객인생영화라고 불리는 이유가 납득이가네요~이렇게 재개봉하는 명작들이 더많아졌으면 좋겠습니다ㅎㅎ  ","10"
"206","관람객역시 최고의 영화입니다  ","10"
"207","관람객이미 몇번이나 봤던 작품이지만 볼때마다 새로운 감동을 얻어가는 듯 싶다. 이번 재개봉을 통해 극장에서 볼 수 있어 정말 행운이었다.  ","10"
"208","관람객인생영화입니다....!  ","10"
"209","천재의 유년 풍경 속 서툴렀던 아버지의 모습  ","8"
"210","관람객가나다라마바사아자참재미가있습니다!  ","10"
"211","마지막 주인공이되어서 멋지게 공연하는모습이 좀더 길게 보여줬으면하는 아쉬움이있지만 그래도 멋지게날아오른 엔딩이 너무멋있고 소름돋네요  ","10"
"212","평점 높이로 왔습니다 모든 사람들이 이 띵작을 봤으면 좋겠습니다 안보면 평생후회해요  ","10"
"213","내 인생 최고의 영화 계속 울었다  ","10"
"214","세상에 부모 형제를 선택해 태어나는 사람은 없다.다행히 빌리는 좋은 아버지와 형을 만났다.부럽다, 빌리...부모 교육을 받아야할 부모들이 너무 많다.케이블에서 가끔 해줄때마다, 요즘도 보는 좋은 영화.  ","10"
"215","제 인생영화 중 하나 예요. 다 보고나면 빌리도 선생님도 대단하지만 제일 대단한건 아버지와 형 같아요.  ","10"
"216","늦지 않게 만난 좋은 스승이 인생을 바꿔주고 고집스러운 아빠도 너무 귀여우심  빌리 합격소식듣고 날아가시는줄.  가방끈 길지않아도 11살 어린아이의 우편물조차 맘대로 보지않고 온 가족이 기다리고 존중해주는걸보고 놀랐음 가슴이 따뜻해지는 영화  ","10"
"217","빌리가 런던으로 가고 아빠와 형은 다시 석탄깨러 땅밑으로 내려간다. 하지만 진짜 명장면은 그 두명이 발레를 보러 에스칼레이터타고 지상으로 올라가는 부분  ","10"
"218","집중해서 볼껄..마지막장면이 넘 감동. 나도 모르게 눈물이 났다.멋지다 빌리!!  ","10"
"219","몇번을 봐도 볼 때마다 진한 감동이 밀려오는 영화~ 빌리엘리어트 정말 명작입니다. 빌리와 아버지의 연기.. 공감이 가고 진짜 좋았어요.  ","10"
"220","아름답다.맨 마지막 성인 빌리가 날아오를때 소름이 돋았다.  ","10"
"221","다시봐도 최고수작중 하나  ","10"
"222","감동적이에요.  아버지의 모습도 너무 마음을  울렸어요♥  ","10"
"223","아버지앞에서 춤추는 모습이 너무 인상깊어요.슬펐고 감동입니다  ","10"
"224","인생영화....아버지란  사람은 무엇인가???  ","10"
"225","콘택트 만큼이나 완벽한 내 인생영화임  ","9"
"226",".춤을 추는 장면인데 눈물이 나던.  ","10"
"227","예전에 중학생땐가 학교에서 선생님이 보여줘서 봤던 것 같다. 잘 기억은 안 나지만 무척 감명깊게 봤었다.  ","9"
"228","감각적인 영화  가족들이 멋진조연이다  ","9"
"229","거장이 그리는 난초. 밟히는 잡초속에서 피어나는 붉은꽃 .또 하나의 블랙스완  ","10"
"230","게이친구가 너무 잘생겼어ㅠ  ","10"
"231","안봤던 때로 돌아가고 싶다.  ","10"
"232","넉넉하지 않은 형편에 내가 원하는 고등학교에 진학하기위해 모든 노력을 다하신 부모님이 생각났습니다. 나 혼자잘난 것처럼 살고있는 내게 따끔한 충고를 해주는 영화네요.  ","8"
"233","인생영화였다....  ","10"
"234","재수생활이 떠올랐습니다  ","10"
"235","형 진정한 츤데레의표본..  ","10"
"236","빌리 엘리어트 최고의 영화... 볼때마다 전율이 느껴지는  ","10"
"237","강추다! 말이 필요없다.  ","10"
"238","...10점이다이게  ","10"
"239","내 인생의 영화..  빌리엘리어트  ","10"
"240","관람객다시 봐도 감동스런 영화입니다.춤추는 빌리의 모습이 감동이었답니다(9살딸래미)  ","10"
"241","성숙한 성장영화.. 아름답고 감동적  ","10"
"242","꿈과 현실. 그리고 가족.  ","10"
"243","관람객마지막 장면이 기억에 남네요ㅎㅎ  ","9"
"244","관람객따듯한 영화 열자열자열자  ","8"
"245","완벽했어. 꼭 보세요. 인생영화입니다.  ","10"
"246","영국의 시대적 배경을 알면 더욱 즐길 수 있는 영화  ","7"
"247","관람객아이들과 봤어요. 아이들에게 그 사회적 배경을 설명해주고 가는게 훨씬 더 좋았던거 같아요. ^^  ","9"
"248","관람객좋아용~~~~!!!!  ","9"
"249","관람객재상영해줘서 너무너무 고마운 영화입니다너무 가볍지도 무겁지도 않게 스토리를 풀어내줘서 고마운 더 재밌게 볼 수 있는 영화입니다  ","8"
"250","꿈꾸는 사람은 강하다.  ","10"
"251","관람객주춤하는 내게 큰 힘이 되어준 영화  ","9"
"252","최고다. 영국 시대상, 가족간의 다이나믹, 훌륭한 멘토 등등 여러가지 이야기가 빌리를 중심으로 잘 엮여있다. 빈티지 스러운 영상과 음악도 좋다. 특히 감독의 역동적인 화면 구성력과 아역 배우의 연기가 탁월하다.  ","10"
"253","편견에 맞서는 이들, 그리고 그들을 응원해주는 이들의 용기에는 그 결과를 떠나서 언제나 박수를 보내고 싶다.  ","10"
"254","관람객역시 좋은 영화 영화관에서 볼수있어서 좋았다  ","10"
"255","내인생의 최고의영화 가슴이먹먹해지는영화마지막장면 가슴이 벅차오르네요 나를 울게해주는영화재개봉또해서 또보고픈영화모든면에서 명작임을 알게해준영화오랫동안 가슴깊이 남아있을영화입니다  ","10"
"256","다시봐도 기분이 좋았다.  ","9"
"257","좋아하는 사람이 추천해준 영화에요  그사람도 발레를 했었는데 재밌게 봤다구 하드라구용ㅋㅋ  ","10"
"258","관람객제이미 벨은 자신의 어린시절을 능가할 수 있을까?  ","10"
"259","관람객역시 다시 보길 잘했네요.  ","9"
"260","인생 영화 맞네요ㅎ 아마 이 감동이 오래갈듯 싶다  ","10"
"261","관람객영국의 대처 수상이 대단히 훌륭한 정치가라고 배웠던 그 시절이 생각남...  ","9"
"262","꿈을 갖는다는것 가족의 사랑 그리고 희생..감동적이다  ","10"
"263","어느하나 빠지지않고 꽉 찬 수작!! 17년만에 다시봐도 여전히 감동적입니다 추천합니다  ","10"
"264","아버지의 사랑이 아들을  날게 해주는  따뜻한 영화  ","10"
"265","손꼽는 역대급 영화 중 하나~ 영화 볼 줄 모르는 사람들 영화 공부 더 하고 오시길...  ","10"
"266","노동자 가족의 꿈과 현실이 절절하게 와닿았다  ","10"
"267","그냥 말이 필요없지 뭐  이 영화가 10점인데 별다른 이유가 있을까?ㅋㅋ  ","10"
"268","단언컨대 인생영화ㅠㅠ  ","10"
"269","뻔한데 빠져들게된다. 각본의 참신함보다는 범상한 각본을 잘 구현해낸 감독과 배우들이 더욱 돋보이는 영화가 아닐까.  ","9"
"270","완전 감동과 교훈가득한 영화예요가족과 함께보기도 좋은거 같아요^^  ","10"
"271","역시 인생영화  오랜만에 가슴이 따뜻해지는 느낌!!  ","10"
"272","처음으로 끝까지 다 봤는데 정말 재미있네요~재개봉 할만 해요!!  ","10"
