"","reviews","points"
"97","손에 땀을 쥐게 하는 스릴감에다가 마지막엔 따뜻한 감동도 느낄 수 있었던 영화ㅎ 친구랑 함께 보고 싶다ㅎㅎ  ","10"
"98","기대이상인데? 동원참치 역시 잘생겼어잉?  ","10"
"99","설에 가족, 친구들과 함께 보면 딱 좋은 그런 따뜻한 영화인 것 같다. 적절한 긴장감과 유머가 겸비되어 시간가는 줄도 모르고 푹 빠져보았던 영화  ","10"
"100","오늘보고왔습니다. 꿀잼이었습니다^^  ","10"
"101","너무 기대를 안하고 봐서 그런지 모르겠는데 진짜 강동원의 매력을 알 수 있는 영화네욤  ","10"
"102","솔직히 강동원만 봐도 돈이 아깝지 않을듯요ㅎㅎ.... 하지만 영화도 재밌습니다 ㅎ  ","10"
"103","마블을 이길지는 모르겠지만 내 기준에서는 정말 재밌었다!  ","10"
"104","강동원은 똥물에 빠져도 잘생겼다.  ","10"
"105","영화 자체도 좋고 음악까지 너무 좋았어요!!흥미진진 강동원 존잘러 ㅋㅋㅋ  ","10"
"106","잘 봤습니다. 친구들이 생각나는 영화네요. 온가족이 함께 볼만해요.  ","9"
"107","기억에 남는 대사들도 많고 영화 속에서 나오는 노래들은 정말 좋았음  ","10"
"108","골든슬럼버, 진짜 좋은 작품이지  ","10"
"109","꽤 재미있었다 긴장감도 있다  ","10"
"110","저런 누명 쓰면 얼마나 억울할까  ","10"
"111","정말 인상적이였다 . 나도 모르게 울컥하던 장면도 있고 , 우정이라는 그림이 잘 보여진다. 강동원의 연기력 덕에 몰입이  잘 됬다  . 이미 ㅋ택배기사에게 반해 버렸다  ","10"
"112","긴장감뿐 아니라 따뜻한 감동까지 느낄 수 있었던 너무나 좋은 작품  ","10"
"113","강동원의 새로운 모습들을 많이 볼 수 있었던 영화랄까?! 영화가 주는 메시지도 좋고 액션신도 좋았음ㅎㅎ  ","10"
"114","끈끈한 우정 재미있게 봤습니다  ","10"
"115","친구들과 보면 더 좋겟네여 ㅋㅋ  ","10"
"116","자극적이지 않고 마음 따뜻해지는 영화였달까  ","10"
"117","마왕 ㅜㅜㅜ. 여러모로 저에게 의미있는 영화네요  ","10"
"118","착하게 살면 손해라는 말을 반박해주는 영화  ","10"
"119","정말 재밌는 영화 한효주 굿!  ","10"
"120","정말재밌었어요 강동원도 한효주도 다너무좋아서 사실 강동원이랑 한효주 보려고 왔다가 우정과 가족의사랑에 마음이 뭉클해지는 영화였어요.  ","10"
"121","오랜만에 만족스럽게 본 영화  ","10"
"122","잼있네요. 추천합니다.  ","10"
"123","추격영화에서만 느낄 수 있는 그 긴장감과 가슴 따뜻해지는 감동을 느끼고 싶다면 골든슬럼버 강추!  ","10"
"124","오랜만에 멋진 영화를 만나다  ","10"
"125","재밌게 봤어요 ost도 좋네요  ","10"
"126","스릴러 속에서 전달해주는 따듯한 감동ㅎ  ","9"
"127","오랜만에 돈과 시간이 전혀 아깝지 않았던 영화 관람ㅎㅎㅎ  ","10"
"128","신해철 음악 나올때마다 뭉클....  ","10"
"129","강동원이 영화보는 눈은 있는듯 ㅋ  ","10"
"130","설명절 연휴 영화로 나쁘지 않은 것 같습니다  ","10"
"131","강동원은 역시 믿고본다  ","10"
"132","일본 영화는 어떤 느낌일지 궁금하네요. 여튼 잼나게 봤습니다  ","10"
"133","노래 굿굿~ 연기도 너무 좋았어요~~~  ","8"
"134","긴장감이 의외로 좋은데?  ","10"
"135","난 원작을 보지 못해서 잘 모르겠지만 골든슬럼버라는 영화는 정말 인상 깊게 보고 왔다  ","10"
"136","내용도 내용이지만 일단 강동원 님 얼굴이 다 한 영화 꼭 보세요 진짜 와 소리 밖에 안나옴니다..하..  ","10"
"137","재밌어요. 가족들이랑 즐기기에도 나쁘지 안을 것 같습니다  ","10"
"138","관람객큰 위로로 다가온 영화. 그 위로가 있기에 내가 지나온 삶을 돌아보고 또 앞으로 나아갈 수 있는 용기를 얻게 된 영화.  ","10"
"139","흥미롭고 재밌었던 영화입니다^^  ","10"
"140","여친땜에 봤는데 재밌네요 동원이형 화이팅  ","10"
"141","관람객음악 진짜 좋고 여운이 아직도 ㅠㅠ 진심 강추..  ","10"
"142","동원오빠는 말할것도 없고 특출이엇지만 윤계상 연기 지렷고 김유정 존나 이뻣고 개잘하더라  ","10"
"143","우정의 소중함을 깨달을 수 있게 해주는 영화.원작과 비교해서 한국 적인 정서로 잘 재탄생 시킨것같네요~ 극중 강동원과 친구들의 학창시절이 나올때 신해철씨 목소리 나올때마다 울컥  ","10"
"144","설 연휴 킬링타임으로 가볍게 보시길! 참치님은 짱잘 효주님은 짱예! 배우분들 연기력도 짱! 다만, 택배기사라는 설정을 좀 더 비중있게 실었으면 하는 아쉬움이 남습니다.  ","6"
"145","음악과 우정이 어우러지는 영화. 그리고 장르가 동원인데 재미가 없을 수가 있나.  ","10"
"146","누명을 벗기 위한 도주! 박진감 넘친다!  ","10"
"147","볼만한 영화예요~ 일본판도 재미있게 봤는데 리메이크도 좋네용  ","10"
"148","관람객그럭저럭 볼만했습니다 ㅎㅎ  ","10"
"149","스릴러도 감동이 되는 멋진 영화였습니다  ","10"
"150","항상 곁에 있어주는 소중한 사람들을 다시 한 번 떠올릴 수 있게 해준 영화같아요 웃음포인트도 많았고 배우들 연기도 인상깊었네요 추천드려요  ","10"
"151","기대했던거 보다 훨씬 재밌었고 잘만든 영화인듯  ","10"
"152","원작과는 또 다른 재미와 감동이ㅎㅎㅎ  ","10"
"153","관람객아침부터 넘나 감성돋는다.. 생각지도 못하게 음악이 너무 좋아서 깜놀했고 코끝찡한 감동까지! 긋~~  ","10"
"154","강동원 팬심으로 본건데 재밌기두 해요!  ","10"
"155","우리 마음한켠에 잠들어있던 추억을 되살아나게 하는 영화.  ","10"
"156","독특한 소재 같은데 부담스럽지 않게 극이 전개된 느낌, 스릴러와 드라마의 경계에서 둘 다 적절히 만족시켜줌, 영화 끝날 때까지 시간이 얼마나 흘러갔는지 알아채지 못함, 재밌음  ","10"
"157","믿고 보는 강동원! 많은 생각을 하게 된 작품  ","10"
"158","힘을 내라는 노래는 아직도 귓가 맴도는것 같다  ","10"
"159","강동원 목소리가 이렇게 귀여웠나.. 재밌게 볼 수 있는 영화  ","10"
"160","긴장감 있는 추격전과 따뜻한 친구들의 우정  ","10"
"161","배우들 전부 내가 좋아하는 분들ㅠㅠㅠ 그래도 참치 오빠가 짱이징ㅋㅋ 영화 진짜 잘만들었당 ㅋ  ","10"
"162","강동원 진심 너무 잘생겼어ㅠㅠ  영화보는 내내 시간가는줄 몰랐다 ㅋㅋ  ","10"
"163","뚜앗..진짜 올 설에는 골든슬럼버도 나오고 재밌는거 많다!!!  ","10"
"164","처음부터 끝까지 몰입감 최고ㅡㅡ 시간 순삭 쩔었음  ","10"
"165","왠지모르게 긴장하면서 보게 되더군요  ","9"
"166","감동도 있고 위로가 되어주는 영화에요.음악도 영상도 좋았고, 무엇보다도 배우들의 연기가 따뜻하게 그려져요.설날에 오랫만에 만난 친구들과 힐링하고 싶으시다면 꼭 보세요!  ","10"
"167","원작의 포인트들을 잘 살려 만든 영화~~ 좋아요~^^  ","9"
"168","초반에는 긴장감으로 심장 쫄깃쫄깃ㅋㅋㅋ 마지막엔 감동 찡ㅋㅋ  ","10"
"169","ㅋㅋㅋ기자평론가들은 평점항상왜저렇게 낮을까. 난참 궁금하다 저사람들의 완벽한영화의 기준에 대해서  ","10"
"170","시간가는줄 모르고  재밌게 봤다.   강추!!  ","10"
"171","골든슬럼버 화이팅~!  ","10"
"172","러닝타임내내 단 1분도 지루하지 않았던ㅎㅎ  ","10"
"173","원작 소설도 너무 재밌게 봤는데 영화도 짱ㅋㅋㅋ 일본판도 봐볼까??  ","9"
"174","재미도 감동도 그리고 메시지도 모두 잡은 영화랄까ㅎㅎ  ","10"
"175","역시 원작이 힘이 좋아서 그런지 영화화해도 좋네ㅋㅋ 일본판도 함 보고 싶다  ","10"
"176","친구,믿음, 신뢰 그리고 우정.. 많은걸 느낄 수 있었던 좋은 영화  ","10"
"177","장르가 강동원! 쭈굴미 가득한 강동원을 보고싶다면 당장 고고  ","10"
"178","보다 보면 나도 모르게 영화에 푹 빠져 있더라는..  ","10"
"179","확실히 한효주는 영화를 찍을때 더 빛나는듯 그리고 강동원은 남자가봐도 잘생겼다 ㅋㅋ  ","10"
"180","진정한 강동원 원맨쇼다  ","10"
"181","지루하지도않고 웃기면도있고재밌어요 그리고영화ost도 너무좋아요  ","10"
"182","영화 너무 재밌어요!!  ","10"
"183","그래도 건우의 주변에 좋은 친구들이 많아서 다행이라고 생각이 들었음.. 문득 내 주변에 친구들은 날 얼마나 생각할까 하는 생각도 들고..  ","10"
"184","친구들과 같이 보면 좋을 것 같아요~  ","10"
"185","거대 권력에 대항하는 평범한 소시민 건우(사실얼굴은 안 평범하지)의 외로운 싸움에 친구들의 우정이 돋 보이고 강동원은 정말 비에 젖은 강아지같은 눈빛이다ㅋㅋㅋ원작과 다른 속시원한 결말이 카타르시스를 느끼게해줌.  &#39;손해 좀 보고 살면 어때&#39;  ","10"
"186","다시 한번 인간관계에 대해 생각해 보게 된 좋은 계기가 된 영화입니다  ","10"
"187","관람객마지막에 눈물 좀 나더라 ㅠ 친구 좋다는게 이런거죠~  ","10"
"188","스토리,연기,연출 그리고 음악까지 모두 일품  ","10"
"189","평범한 시민이 어떤 음모에 휩쓸려 살아남는 영화!  ","10"
"190","진짜 재밌어요 지루함이없었고 결말이 너무 좋았음  ","10"
"191","친구들의 우정에 감탄했고 착하게 사는 것에 대해 생각해보게됐다  ","10"
"192","친구, 그 이름만으로도 충분하다  ","10"
"193","이거 보니까 바빠서 잘 만나지도 못하는 내 친구들이 생각났다ㅠㅠ 그나저나 택배기사가 왜이렇게 잘생긴거야 ㅎㅎ  ","10"
"194","여러가지 다양한 의미를 담고 있는 듯 하다  ","9"
"195","스타라이브톡으로 미리 봤는데 웃긴포인트들도 많고 중간중간 감동도 있고좋았다... 개인적으로 OST가 최고였던듯ㅠㅠ  ","10"
"196","정말 너무 울었어요. ‘김건우’가 실제로도 있을까라는 생각에 너무 화가났구요, 호구소리 들을정도로 착하고 이따금 손해까지 보는 캐릭터 건우에 정말 공감하실거에요. 사이다 같은 인물들과 빵터지는 대사때문에 내용전개도 전혀 안답답해요  ","10"
"197","적당한 스릴과 감동, 재미^^  ","10"
"198","알바 아니고 진심 재밌어요ㅠㅠ신과함께보다 재밌음ㅠㅠ스릴과 감동ㅠ강동원 팬이면 무조건보세요 대박이에요 와 개존잘 하ㅠㅠ역대급입니다ㅜㅜ  ","10"
"199","추격 스릴러 안에서 감동을 잘 이끌어냈고 음악이 너무 너무 좋은 영화  ","10"
"200","설에 보기 딱 좋은 영화! 원작과는 다른 결말이 더 맘에 들었어요~ 강동원으로 눈호강은 덤ㅠㅠ  ","10"
"201","생각보다 더 잘만든것 같아요 ㅎㅎㅎ  ","10"
"202","관람객말이 필요없다ㄷㄷㄷ 마지막에 노래랑 같이 소름 쩔었  ","10"
"203","ㅠ_ㅠ 건우 넘 불쌍.. ㅜ  ","9"
"204","라이브톡으로 보고왔는데 너무 즐겁고 보는내내 눈호강, 귀호강에 영화끝나고 배우분들이랑 감독님 이야기 듣고나서 다시 또 보고 싶어졌어요 ~!  ","10"
"205","관람객음악이 진짜 좋았음 감동적이다ㅠ  ","10"
"206","관람객택배기사가 참 잘생겼구만.. 강동원이면 그냥 봐야하는거 아님?  ","10"
"207","살 떨리는 긴장감과 따뜻한 감동까지!  ","9"
"208","원작이 워낙 탄탄해서 그런가 진짜 뭐 하나 흠 잡을게 없는 영화인듯  ","10"
"209","관람객배우들 연기 OST 쥬금 ㅠㅠ 진짜 제대로 힐링! 엔딩도 굳굳!  엔딩크레딧 끝날때까지 못일어나고 음악감상.. 신해철 노래 다시금 너무 좋네요  ","10"
"210","영화 스토리도 탄탄하고 끝까지 심장 졸이며 보게 되는 영화. 일단 강동원 얼굴 열일함 ...  ","10"
"211","존잼 흥미진진. 눈을 뗄 수 없다 ㅋ  ","10"
"212","관람객진짜 강동원의 새로운 모습들이 많이 담긴 영화! 전달 주는 메시지도 넘나 좋았음!  ","10"
"213","심장 쫄깃한 도주극! 강동원이 화면에 계속 나오니 다소 심장에 무리가 왔었음.  ","10"
"214","내용은 너무 뻔했지만 정말 재미있게 봤어요 그냥 좀 손해보면서 살면 안되냐는 말이 너무 와닿았어요  ","8"
"215","너무 재밌었네요 시간 가는줄 모르고 잘 봤습니다  ","10"
"216","아침에 조조로 보느라 시작하기전에 좀 졸렸는데 강동원 얼굴 보자마자 눈이 맑아짐...^^ 진짜 김건우 세젤귀 아님...? 특히 마지막 장면.. 크으으으 그리고  강동원이 연기를 잘한다는것을 다시한번 더 느낌ㅠㅠ 뭐든 완벽하신 참치오빠ㅠㅠ  ","10"
"217","관람객감동과 재미 다 잡은 영화ㅠㅠㅠ 또 볼겁니다  ","10"
"218","관람객&#34;좀 손해보고 사는게 뭐어때착하게 산다고 호구로 보는 놈들이 나쁜놈들이지그래도 네 옆엔 네 사람들이 있잖아&#34;를 건우 스타일로 착하게 말해준 느낌이다  ","10"
"219","생각보다 잘만든 영화ㅎㅎㅎ 강동원 믿고 보셔요ㅎ  ","10"
"220","인간관계를 다시 돌아볼 수 있도록 해준 영화입니다 감동적이였어요.  ","10"
"221","마지막 강동원 모습이 진짜 기억에 남네요..  ","9"
"222","관람객마지막 장면에서 터진 환호성. 이유는 비밀ㅋㅋㅋ 시간가는줄 모르고 재밌게 봣어요!  ","10"
"223","골든슬럼버처럼 좋은 친구들과 서로를 애틋하게 생각하면서 우정을 오래 이어가고 싶어졌어요. 골든슬럼버 최고!!!!  ","10"
"224","신파스럽지 않고 재밌었음. 자극적이지 않고, 적절한 웃음과 감동의 조화가 좋았음. 우려했던 원작의 일본감성을 이 영화에선 한국식으로 더 잘 풀어낸듯. 그나저나 강동원씨 고생 너무 많이 하더라 ㅋㅋㅋㅋ  ","10"
"225","관람객신해철 노래가 영화관에 울려퍼질때 아침부터 괜히 눈물 핑~ ㅇ  ","10"
"226","역시 언제나 강동원은 옳다!!  ","10"
"227","강동원의 원맨쇼만으로도 볼거리는 충분히 제공한 편임  ","10"
"228","관람객재밌고 음악도 좋고! 연휴에 부모님들 보셔도 좋아하실 것 같음  ","10"
"229","배우분들 연기가 너무 좋았고 특히나 반가운 노래들이 들릴때 마다 정말 행복했습니다  ","9"
"230","골든슬럼버, 황금빛 낮잠처럼 영화가 끝나지 않기를 바랐다.  ","10"
"231","관람객진짜 역대급 꿀잼 ㅠㅠ 킹동원이 또 해냈다!!!  ","10"
"232","관람객노래부터 스토리까지 ㅠㅠ 설에 또봐야겠다  ","10"
"233","코믹 휴머니즘 액션에 생각보다 알찼던 영화후반부는 대박진짜  ","10"
"234","스토리 라인도 좋고 음악도 좋고 생각보다 속도감 있는 전개가 흥미진진하다  ","10"
"235","관람객역시 넘나 옳았던 강동원..후아  ","10"
"236","인간관계에 대해 다시 생각해볼수있게 해준 영화, 많은 교훈을 얻어가는것같다. 최고다  ","10"
"237","관람객들을거리 볼거리 풍년! 노래 넘 좋아요 ㅠ  ","10"
"238","국가 권력에 희생되는 개인의 이야기를 무겁지 않게 잘 풀어냈다. 쫄리는 추격전 중간중간 깨알같은 유머씬들이 영화를 즐겁게 볼 수 있게 해준다  ","10"
"239","믿고보는 강동원작품~  ","10"
"240","내가 힘들 때 나를 저렇게 위해 줄 수 있는 친구가 나에게도 있을까 라는 생각도 들게하며 마음을 따뜻하게 해주는 우정도 느낄 수 있는 참 좋은 영화라 생각됩니다. 지친하루에 골든슬럼버를 보면서 마음에게 황금빛 낮잠을 선사하는 것도 좋을 듯 합니다.  ","10"
"241","잼있어요 시간 가는줄 모르고 봤음  ","9"
"242","눈호강 귀호강 제대로! 볼거리도 풍성하고 특히 강동원 연기 신해철 비틀즈 노래 정말 너무 좋네요 ㅎ  ","10"
"243","관람객이런 감동이 숨어있을 줄이야 영화 너무 좋았다  ","10"
"244","원작을 보진 못했지만 추격스릴러로 주제와 구성이 괜찮은 영화 같네요... ^^ 광화문에서 시작되는 첫 장면부터 흥미진진합니다!  ","10"
"245","관람객전반부 후반부가 완전히 다른 영화.  재밌음!~ ㅋㅋ  ","10"
"246","음악이 살린영화 너무잘생겼다 ..동원이형  ","10"
"247","일본원작의 단점인 루즈하고 지루함을 완벽히 보완했고 한국정서에 맞게 더 박진감넘치고 다이나믹하다. 그리고 원작과 다른 엔딩이 맘에 든다.  ","10"
"248","나한테도 일어날지도 모른다는 생각도했지만. 건우가 너무 귀여워요.. 착하게 사는게 뭐어때? 사람을 믿는것도 나쁜일은 아닌데 같이 평소에 손해보지말고 살아라 라는 말에 대해서 다시 생각할 수 있었던 것 같아요! 민씨의 액션도 정말 최고였습니다.  ","10"
"249","이번 설 연휴에 골든슬럼 봐  ","10"
"250","오늘 조조영화를 돈이 전혀 아깝지 않았던 영화였어요!! 액션과 코믹 감동까지 다 살린 영화였습니다. 꼭 보세요!!  ","10"
